i,cluster
1100,1
1202,2
1203,3
1204,4
1205,5
1206,6
1207,7
1208,8
1209,9
1210,10
1211,11
1212,12
1213,13
1214,14
1215,10
1216,15
1217,1
1218,15
1219,16
1220,17
1221,18
1222,10
1223,19
1224,20
1225,21
1226,21
1227,15
1228,22
1229,23
1230,5
1231,20
1233,24
1301,1
1302,1
1303,1
1304,25
1305,1
1306,26
1331,27
1332,27
1333,2
1334,2
1335,2
1336,2
1337,2
1339,2
1340,28
1341,28
1342,29
1343,30
1344,30
1345,30
1346,31
1347,32
1361,33
1362,33
1363,33
1364,33
1365,34
1366,34
1367,35
1368,36
1369,36
1370,36
1391,37
1392,37
1393,32
1394,38
1395,38
1396,39
1397,40
1398,40
1399,38
1400,38
1401,41
1402,41
1403,41
1404,41
1405,3
1406,3
1407,3
1408,3
1409,3
1421,10
1422,10
1423,1
1424,21
1425,21
1427,42
1428,42
1429,42
1430,43
1431,43
1432,21
1433,22
1434,22
1436,21
1437,22
1438,22
1439,44
1452,4
1453,4
1454,4
1455,4
1456,4
1457,4
1458,4
1459,4
1460,23
1461,23
1462,23
1463,23
1464,17
1465,17
1466,17
1467,18
1468,18
1469,45
1470,45
1471,46
1481,12
1482,12
1483,47
1484,47
1485,47
1486,48
1487,49
1488,49
1511,50
1512,50
1513,50
1514,51
1515,51
1516,14
1517,52
1518,53
1519,53
1541,11
1542,11
1543,11
1544,11
1545,54
1546,54
1547,54
1548,8
1549,8
1550,8
1551,8
1552,55
1553,56
1554,57
1555,57
1556,57
1557,58
1558,57
1559,57
1560,59
1561,16
1562,16
1563,16
1571,24
1572,24
1573,24
1574,24
1575,24
1578,5
1579,13
1580,20
1581,13
1582,13
1583,60
1601,61
1602,62
1603,62
1604,63
1605,63
1606,63
1607,64
1608,64
1609,65
1631,7
1632,66
1633,66
1634,67
1635,68
1636,68
1637,7
1638,7
1639,69
1640,70
1641,70
1642,70
1643,7
1644,7
1645,71
1646,72
1647,72
1648,72
1649,71
1661,6
1662,73
1663,74
1664,75
1665,75
1666,6
1667,6
1668,6
1669,6
1691,76
1692,76
1693,76
1694,77
2201,78
2202,79
2203,80
2204,79
2205,81
2206,82
2207,82
2208,83
2301,78
2302,78
2303,84
2304,78
2305,78
2306,84
2321,85
2322,81
2323,85
2324,81
2325,85
2326,81
2327,81
2328,86
2341,79
2342,79
2343,79
2361,79
2362,79
2363,79
2364,79
2365,79
2366,79
2367,79
2368,79
2381,87
2382,88
2383,88
2384,81
2385,88
2386,88
2401,89
2402,82
2403,80
2404,82
2405,82
2406,90
2407,82
2408,89
2409,82
2410,82
2411,89
2421,83
2422,83
2423,91
2424,83
2425,91
2426,91
2427,83
2441,92
2442,93
2443,92
2444,80
2445,92
2446,80
2447,80
2448,80
2449,93
2450,93
3201,94
3202,95
3203,96
3204,97
3205,98
3206,99
3207,100
3208,98
3209,101
3210,96
3211,102
3212,97
3213,103
3301,94
3302,104
3303,94
3304,94
3305,94
3306,94
3307,94
3321,94
3322,94
3323,94
3341,98
3342,98
3361,98
3362,99
3363,99
3364,99
3365,99
3381,97
3382,97
3383,97
3384,101
3401,101
3402,101
3421,101
3422,105
3423,105
3424,101
3425,105
3426,101
3441,96
3442,96
3461,102
3462,98
3481,95
3482,95
3483,106
3484,106
3485,100
3486,95
3487,95
3501,103
3502,80
3503,100
3504,100
3505,100
3506,103
3521,103
3523,107
3524,103
4201,108
4202,109
4203,108
4204,110
4205,105
4206,111
4207,108
4208,111
4209,108
4210,108
4211,108
4301,111
4302,111
4321,111
4322,111
4323,111
4324,112
4341,111
4361,108
4362,108
4382,108
4401,108
4404,108
4405,108
4406,108
