i,cluster
22202,247
22203,248
22204,249
22205,181
22206,248
22207,249
22208,250
22209,246
22210,249
22211,247
22212,246
22213,251
22214,246
22215,248
22216,247
22217,247
22218,247
22219,250
22220,248
22221,247
22301,250
22302,250
22304,250
22305,252
22306,252
22307,252
22321,248
22322,248
22323,253
22324,252
22325,248
22326,248
22327,248
22328,248
22329,248
22341,248
22342,248
22344,248
22361,249
22381,249
22382,249
22383,249
22401,246
22402,246
22421,251
22422,251
22423,246
22424,246
22425,246
22426,246
22427,246
22428,246
22442,251
22444,251
22445,251
22446,251
22447,251
22461,247
22462,254
22481,247
22482,247
22483,247
22484,247
22485,247
22486,247
22487,255
22488,255
22502,247
22503,247
22505,247
22521,247
22522,247
22523,247
23100,237
23201,256
23202,257
23203,237
23204,237
23205,258
23206,237
23207,256
23208,237
23209,257
23210,257
23211,259
23212,257
23213,257
23214,256
23215,237
23216,258
23217,237
23218,237
23219,237
23220,237
23221,256
23222,258
23223,258
23224,258
23225,257
23226,237
23227,257
23228,237
23229,237
23230,237
23302,237
23304,237
23341,237
23342,237
23343,237
23344,237
23345,237
23346,237
23347,237
23361,237
23362,237
23381,237
23401,237
23402,237
23421,237
23422,237
23423,237
23424,237
23425,237
23426,237
23427,237
23428,237
23429,237
23430,237
23431,237
23432,237
23441,258
23442,258
23445,258
23446,258
23447,258
23481,257
23482,257
23483,257
23501,257
23502,257
23521,259
23522,259
23523,259
23541,259
23543,259
23544,259
23561,225
23562,255
23563,255
23564,255
23565,225
23566,225
23581,256
23582,256
23601,256
23602,256
23603,256
23604,256
23621,256
23622,260
23623,260
24201,261
24202,262
24203,263
24204,263
24205,262
24206,264
24207,261
24208,264
24209,265
24210,261
24211,263
24212,266
24213,261
24301,262
24302,262
24303,262
24321,262
24322,262
24323,262
24324,262
24325,262
24341,262
24342,262
24343,262
24344,262
24361,261
24381,261
24382,261
24383,261
24384,261
24402,261
24403,261
24404,261
24405,261
24406,261
24407,263
24421,263
24422,263
24441,263
24442,263
24443,263
24444,263
24445,263
24461,263
24462,263
24463,263
24464,267
24465,268
24466,263
24467,265
24468,263
24469,265
24470,263
24481,264
24482,264
24483,264
24484,264
24501,264
24521,267
24522,267
24523,267
24524,267
24525,267
24541,265
24542,265
24561,266
24562,266
24563,266
24564,266
25201,269
25202,270
25203,271
25204,270
25205,270
25206,269
25207,269
25301,269
25321,269
25342,269
25343,269
25361,269
25362,269
25363,269
25364,269
25365,269
25366,269
25367,269
25381,270
25382,270
25383,270
25384,270
25401,270
25402,270
25403,270
25421,270
25422,270
25423,270
25424,270
25441,270
25442,270
25443,270
25461,271
25462,271
25463,271
25464,271
25481,271
25482,271
25483,271
25484,271
25501,271
25502,271
25503,271
25504,271
25521,272
25522,272
25523,272
25524,272
25525,272
25526,272
26100,273
26201,274
26202,206
26203,274
26204,273
26205,275
26206,273
26207,273
26208,273
26209,273
26210,276
26303,273
26322,273
26342,273
26343,273
26344,273
26361,277
26362,277
26363,277
26364,277
26365,277
26366,277
26367,264
26381,278
26382,278
26401,273
26402,273
26403,273
26404,273
26405,273
26406,274
26421,274
26422,274
26441,274
26461,275
26462,275
26463,275
26464,275
26481,279
26482,279
26501,279
26502,279
26503,279
26521,279
27100,276
27201,280
27202,281
27203,276
27204,276
27205,276
27206,281
27207,276
27208,281
27209,276
27210,276
27211,276
27212,280
27213,281
27214,280
27215,276
27216,280
27217,280
27218,276
27219,281
27220,276
27221,280
27222,280
27223,276
27224,276
27225,280
27226,280
27227,276
27228,281
27229,276
27230,276
27231,280
27232,281
27301,276
27321,276
27322,276
27341,281
27361,281
27362,281
27366,281
27381,280
27382,280
27383,280
27385,280
28100,282
28201,283
28202,276
28203,282
