year,cutoff,zone,municipalities,muni_names,resident_labour_force,mean_contained,labour_weighted_contained
1985,0.977,587,7,両津市; 佐渡郡相川町; 佐渡郡佐和田町; 佐渡郡金井町; 佐渡郡新穂村; 佐渡郡畑野町; 佐渡郡真野町,31038,0.9872205099173517,0.9880146916682776
1985,0.977,588,3,佐渡郡小木町; 佐渡郡羽茂町; 佐渡郡赤泊村,6564,0.9365080675882319,0.9361669713589275
1985,0.977,589,1,岩船郡粟島浦村,172,0.9941860465116279,0.9941860465116279
1985,0.977,590,1,鹿島郡能登島町,1850,0.7859459459459459,0.7859459459459459
1985,0.977,591,1,飾磨郡家島町,3125,0.98688,0.98688
1985,0.977,592,1,八束郡八束町,1970,0.6015228426395939,0.6015228426395939
1985,0.977,593,4,隠岐郡西郷町; 隠岐郡布施村; 隠岐郡五箇村; 隠岐郡都万村,7846,0.9683816112912802,0.9672444557736426
1985,0.977,594,1,隠岐郡海士町,1235,0.8809716599190284,0.8809716599190284
1985,0.977,595,1,隠岐郡西ノ島町,1704,0.9184272300469484,0.9184272300469484
1985,0.977,596,1,隠岐郡知夫村,327,0.8929663608562691,0.8929663608562691
1985,0.977,597,2,因島市; 豊田郡瀬戸田町,17680,0.9423082741352149,0.943947963800905
1985,0.977,598,2,越智郡上浦町; 越智郡大三島町,4186,0.8641293072252825,0.8686096512183469
1985,0.977,599,1,安芸郡下蒲刈町,1453,0.5567790777701308,0.5567790777701308
1985,0.977,600,1,安芸郡蒲刈町,1499,0.6464309539693128,0.6464309539693128
1985,0.977,601,1,佐伯郡宮島町,1378,0.7648766328011611,0.7648766328011611
1985,0.977,602,2,豊田郡豊浜町; 豊田郡豊町,3438,0.9292658678391836,0.9281559045956952
1985,0.977,603,3,豊田郡大崎町; 豊田郡東野町; 豊田郡木江町,5083,0.8978991371399023,0.8955341333857958
1985,0.977,604,1,沼隈郡内海町,1293,0.5065738592420727,0.5065738592420727
1985,0.977,605,3,小豆郡内海町; 小豆郡土庄町; 小豆郡池田町,16821,0.9637767721012025,0.9605849830568932
1985,0.977,606,1,香川郡直島町,1933,0.9384376616658044,0.9384376616658044
1985,0.977,607,2,越智郡吉海町; 越智郡宮窪町,3938,0.8857482538267202,0.8791264601320468
1985,0.977,608,1,越智郡伯方町,3454,0.89635205558772435,0.89635205558772435
1985,0.977,609,1,越智郡魚島村,168,0.9880952380952381,0.9880952380952381
1985,0.977,610,1,越智郡弓削町,1729,0.48409485251590517,0.48409485251590517
1985,0.977,611,1,越智郡生名村,995,0.31155778894472363,0.31155778894472363
1985,0.977,612,1,越智郡岩城村,1190,0.7798319327731092,0.7798319327731092
1985,0.977,613,1,越智郡関前村,514,0.9396887159533074,0.9396887159533074
1985,0.977,614,1,温泉郡中島町,4296,0.9930167597765364,0.9930167597765364
1985,0.977,615,1,宗像郡大島村,417,0.9640287769784173,0.9640287769784173
1985,0.977,616,5,福江市; 南松浦郡富江町; 南松浦郡玉之浦町; 南松浦郡三井楽町; 南松浦郡岐宿町,17791,0.9499171027712268,0.9650947108088359
1985,0.977,617,1,平戸市,10120,0.9274703557312253,0.9274703557312253
1985,0.977,618,1,西彼杵郡伊王島町,377,0.6604774535809018,0.6604774535809018
1985,0.977,619,1,西彼杵郡高島町,2359,0.9923696481559983,0.9923696481559983
1985,0.977,620,1,西彼杵郡大島町,2603,0.9285439877064925,0.9285439877064925
1985,0.977,621,1,西彼杵郡崎戸町,1087,0.8721251149954001,0.8721251149954001
1985,0.977,622,1,北松浦郡大島村,743,0.9650067294751009,0.9650067294751009
1985,0.977,623,1,北松浦郡生月町,3435,0.910334788937409,0.910334788937409
1985,0.977,624,1,北松浦郡小値賀町,1685,0.9572700296735905,0.9572700296735905
1985,0.977,625,1,北松浦郡宇久町,1581,0.8690702087286527,0.8690702087286527
1985,0.977,626,1,北松浦郡福島町,1384,0.7319364161849711,0.7319364161849711
1985,0.977,627,1,北松浦郡鷹島町,1437,0.9791231732776617,0.9791231732776617
1985,0.977,628,1,南松浦郡奈留町,1818,0.9774477447744775,0.9774477447744775
1985,0.977,629,5,南松浦郡若松町; 南松浦郡上五島町; 南松浦郡新魚目町; 南松浦郡有川町; 南松浦郡奈良尾町,11476,0.9484296899389614,0.9432729173928198
1985,0.977,630,4,壱岐郡郷ノ浦町; 壱岐郡勝本町; 壱岐郡芦辺町; 壱岐郡石田町,14698,0.9933832529172724,0.994489046128725
1985,0.977,631,4,対馬支庁厳原町; 対馬支庁美津島町; 対馬支庁豊玉町; 対馬支庁峰町,13334,0.9901339644741763,0.9925753712314385
1985,0.977,632,2,対馬支庁上県町; 対馬支庁上対馬町,4353,0.9833890626914854,0.9841488628532047
1985,0.977,633,5,本渡市; 天草郡有明町; 天草郡栖本町; 天草郡新和町; 天草郡五和町,27700,0.9484475454734351,0.9533935018050541
1985,0.977,634,2,牛深市; 天草郡河浦町,12254,0.9577323961243135,0.9693977476742288
1985,0.977,635,4,天草郡松島町; 天草郡姫戸町; 天草郡龍ヶ岳町; 天草郡倉岳町,9428,0.9080881337313386,0.8976453118370811
1985,0.977,636,2,天草郡苓北町; 天草郡天草町,5966,0.9122191941558319,0.9042909822326517
1985,0.977,637,1,天草郡御所浦町,1827,0.9447181171319102,0.9447181171319102
1985,0.977,638,1,東国東郡姫島村,1346,0.9487369985141159,0.9487369985141159
1985,0.977,639,5,名瀬市; 大島郡大和村; 大島郡住用村; 大島郡龍郷町; 大島郡笠利町,23405,0.9870659492742732,0.9957701345866268
1985,0.977,640,1,大島郡宇検村,838,0.9856801909307876,0.9856801909307876
1985,0.977,641,1,大島郡瀬戸内町,4283,0.9911277142190054,0.9911277142190054
1985,0.977,642,1,西之表市,9499,0.9887356563848826,0.9887356563848826
1985,0.977,643,2,熊毛郡中種子町; 熊毛郡南種子町,9381,0.9872141670265298,0.9864619976548342
1985,0.977,644,1,鹿児島郡三島村,194,1,1
1985,0.977,645,1,鹿児島郡十島村,347,0.9971181556195965,0.9971181556195965
1985,0.977,646,2,薩摩郡里村; 薩摩郡上甑村,1610,0.9979461403921456,0.9981366459627329
1985,0.977,647,1,薩摩郡下甑村,1106,0.9954792043399638,0.9954792043399638
1985,0.977,648,1,薩摩郡鹿島村,300,0.99,0.99
1985,0.977,649,2,熊毛郡上屋久町; 熊毛郡屋久町,5175,0.9998159057437408,0.9998067632850242
1985,0.977,650,1,大島郡喜界町,3488,0.997993119266055,0.997993119266055
1985,0.977,651,3,大島郡徳之島町; 大島郡天城町; 大島郡伊仙町,10781,0.9998001998001999,0.9997217326778592
1985,0.977,652,2,大島郡和泊町; 大島郡知名町,5938,0.9998416719442685,0.9998315931289997
1985,0.977,653,1,大島郡与論町,2288,0.9986888111888111,0.9986888111888111
1985,0.977,658,4,平良市; 宮古郡城辺町; 宮古郡下地町; 宮古郡上野村,16710,0.9938062076074151,0.9920406941950928
1985,0.977,659,1,石垣市,15368,0.9974622592399792,0.9974622592399792
1985,0.977,660,1,国頭郡伊江村,1847,1,1
1985,0.977,661,2,島尻郡仲里村; 島尻郡具志川村,3696,0.9985286905345758,0.9983766233766234
1985,0.977,662,1,島尻郡渡嘉敷村,317,1,1
1985,0.977,663,1,島尻郡座間味村,256,0.99609375,0.99609375
1985,0.977,664,1,島尻郡粟国村,280,1,1
1985,0.977,665,1,島尻郡渡名喜村,215,0.9906976744186047,0.9906976744186047
1985,0.977,666,1,島尻郡南大東村,713,1,1
1985,0.977,667,1,島尻郡北大東村,271,1,1
1985,0.977,668,1,島尻郡伊平屋村,536,1,1
1985,0.977,669,1,島尻郡伊是名村,731,0.9986320109439124,0.9986320109439124
1985,0.977,670,1,宮古郡伊良部町,2615,0.869980879541109,0.869980879541109
1985,0.977,671,1,宮古郡多良間村,598,0.9916387959866221,0.9916387959866221
1985,0.977,672,1,八重山郡竹富町,1529,0.9810333551340745,0.9810333551340745
1985,0.977,673,1,八重山郡与那国町,768,1,1
1990,0.98,65,1,檜山支庁奥尻町,1531,1,1
1990,0.98,66,1,宗谷支庁礼文町,2248,1,1
1990,0.98,67,2,宗谷支庁利尻町; 宗谷支庁利尻富士町,3834,0.9997387669801463,0.9997391757955139
1990,0.98,460,1,大島支庁大島町,4027,0.9997516761857462,0.9997516761857462
1990,0.98,461,1,大島支庁利島村,161,1,1
1990,0.98,462,1,大島支庁新島本村,1409,0.9978708303761533,0.9978708303761533
1990,0.98,463,1,大島支庁神津島村,912,1,1
1990,0.98,464,1,三宅支庁三宅村,1636,0.9969437652811736,0.9969437652811736
1990,0.98,465,1,三宅支庁御蔵島村,96,1,1
1990,0.98,466,1,八丈支庁八丈町,3885,0.9992277992277993,0.9992277992277993
1990,0.98,467,1,八丈支庁青ヶ島村,112,1,1
1990,0.98,468,1,小笠原支庁小笠原村,1000,1,1
1990,0.98,469,7,両津市; 佐渡郡相川町; 佐渡郡佐和田町; 佐渡郡金井町; 佐渡郡新穂村; 佐渡郡畑野町; 佐渡郡真野町,30564,0.9869649288140426,0.9877960999869128
1990,0.98,470,3,佐渡郡小木町; 佐渡郡羽茂町; 佐渡郡赤泊村,6272,0.924977886601286,0.9241071428571429
1990,0.98,471,1,岩船郡粟島浦村,268,0.996268656716418,0.996268656716418
1990,0.98,472,1,鹿島郡能登島町,1830,0.7530054644808744,0.7530054644808744
1990,0.98,473,1,飾磨郡家島町,3166,0.9750473783954516,0.9750473783954516
1990,0.98,474,1,八束郡八束町,2142,0.5322128851540616,0.5322128851540616
1990,0.98,475,4,隠岐郡西郷町; 隠岐郡布施村; 隠岐郡五箇村; 隠岐郡都万村,7709,0.9853864103570364,0.985860682319367
1990,0.98,476,1,隠岐郡海士町,1162,0.9216867469879518,0.9216867469879518
1990,0.98,477,1,隠岐郡西ノ島町,1610,0.9472049689440993,0.9472049689440993
1990,0.98,478,1,隠岐郡知夫村,286,0.9125874125874126,0.9125874125874126
1990,0.98,479,2,因島市; 豊田郡瀬戸田町,15936,0.9074087931625481,0.9039282128514057
1990,0.98,480,2,越智郡上浦町; 越智郡大三島町,3904,0.9018787742523395,0.904969262295082
1990,0.98,481,1,安芸郡下蒲刈町,1373,0.5484340859431901,0.5484340859431901
1990,0.98,482,1,安芸郡蒲刈町,1207,0.5898922949461475,0.5898922949461475
1990,0.98,483,1,佐伯郡宮島町,1286,0.749611197511664,0.749611197511664
1990,0.98,484,2,豊田郡豊浜町; 豊田郡豊町,2963,0.9478305203643695,0.9463381707728653
1990,0.98,485,3,豊田郡大崎町; 豊田郡東野町; 豊田郡木江町,4342,0.8932712245391716,0.891524643021649
1990,0.98,486,1,沼隈郡内海町,1193,0.5205364626990779,0.5205364626990779
1990,0.98,487,3,小豆郡内海町; 小豆郡土庄町; 小豆郡池田町,16290,0.9682426684267204,0.9652547575199509
1990,0.98,488,1,香川郡直島町,1798,0.9482758620689655,0.9482758620689655
1990,0.98,489,2,越智郡吉海町; 越智郡宮窪町,3674,0.8703357802693403,0.8630919978225368
1990,0.98,490,1,越智郡伯方町,3060,0.9035947712418301,0.9035947712418301
1990,0.98,491,1,越智郡魚島村,138,0.9927536231884058,0.9927536231884058
1990,0.98,492,1,越智郡弓削町,1371,0.587892049598833,0.587892049598833
1990,0.98,493,1,越智郡生名村,825,0.4072727272727273,0.4072727272727273
1990,0.98,494,1,越智郡岩城村,1037,0.8466730954676953,0.8466730954676953
1990,0.98,495,1,越智郡関前村,425,0.9035294117647059,0.9035294117647059
1990,0.98,496,1,温泉郡中島町,3595,0.98442280945758,0.98442280945758
1990,0.98,497,1,宗像郡大島村,363,0.9421487603305785,0.9421487603305785
1990,0.98,498,5,福江市; 南松浦郡富江町; 南松浦郡玉之浦町; 南松浦郡三井楽町; 南松浦郡岐宿町,16875,0.9645922139181425,0.9746962962962963
1990,0.98,499,1,平戸市,10400,0.9120192307692307,0.9120192307692307
1990,0.98,500,1,西彼杵郡伊王島町,397,0.743073047858942,0.743073047858942
1990,0.98,501,1,西彼杵郡高島町,398,0.9447236180904522,0.9447236180904522
1990,0.98,502,1,西彼杵郡大島町,2374,0.922072451558551,0.922072451558551
1990,0.98,503,1,西彼杵郡崎戸町,924,0.854978354978355,0.854978354978355
1990,0.98,504,1,北松浦郡大島村,733,0.9863574351978172,0.9863574351978172
1990,0.98,505,1,北松浦郡生月町,3380,0.9491124260355029,0.9491124260355029
1990,0.98,506,1,北松浦郡小値賀町,1566,0.9648786717752235,0.9648786717752235
1990,0.98,507,1,北松浦郡宇久町,1484,0.8962264150943396,0.8962264150943396
1990,0.98,508,1,北松浦郡福島町,1495,0.7083612040133779,0.7083612040133779
1990,0.98,509,1,北松浦郡鷹島町,1295,0.9606177606177606,0.9606177606177606
1990,0.98,510,1,南松浦郡奈留町,1634,0.98531211750306,0.98531211750306
1990,0.98,511,5,南松浦郡若松町; 南松浦郡上五島町; 南松浦郡新魚目町; 南松浦郡有川町; 南松浦郡奈良尾町,10537,0.9582274366081502,0.9560595995065009
1990,0.98,512,4,壱岐郡郷ノ浦町; 壱岐郡勝本町; 壱岐郡芦辺町; 壱岐郡石田町,14563,0.9942792787876328,0.995193298084186
1990,0.98,513,4,対馬支庁厳原町; 対馬支庁美津島町; 対馬支庁豊玉町; 対馬支庁峰町,13683,0.9878674786113725,0.9936417452313089
1990,0.98,514,2,対馬支庁上県町; 対馬支庁上対馬町,4039,0.9696009610035603,0.9720227779153255
1990,0.98,515,7,本渡市; 天草郡有明町; 天草郡栖本町; 天草郡新和町; 天草郡五和町; 天草郡苓北町; 天草郡天草町,32992,0.9558712426271521,0.9629910281280311
1990,0.98,516,2,牛深市; 天草郡河浦町,10595,0.9458381955837705,0.9618688060405852
1990,0.98,517,4,天草郡松島町; 天草郡姫戸町; 天草郡龍ヶ岳町; 天草郡倉岳町,9245,0.8939758104286772,0.8806922660897782
1990,0.98,518,1,天草郡御所浦町,1828,0.962800875273523,0.962800875273523
1990,0.98,519,1,東国東郡姫島村,1255,0.9617529880478087,0.9617529880478087
1990,0.98,520,5,名瀬市; 大島郡大和村; 大島郡住用村; 大島郡龍郷町; 大島郡笠利町,21158,0.9756587070237932,0.9910672086208526
1990,0.98,521,2,大島郡宇検村; 大島郡瀬戸内町,4919,0.9875955550326151,0.9908517991461679
1990,0.98,522,3,西之表市; 熊毛郡中種子町; 熊毛郡南種子町,15778,0.9984646323343697,0.9979718595512739
1990,0.98,523,1,鹿児島郡三島村,167,0.9940119760479041,0.9940119760479041
1990,0.98,524,1,鹿児島郡十島村,333,1,1
1990,0.98,525,2,薩摩郡里村; 薩摩郡上甑村,1371,0.9981179422835633,0.9978118161925602
1990,0.98,526,2,薩摩郡下甑村; 薩摩郡鹿島村,1215,0.9994413407821229,0.9991769547325103
1990,0.98,527,2,熊毛郡上屋久町; 熊毛郡屋久町,5217,0.9991803278688525,0.9992332758290206
1990,0.98,528,1,大島郡喜界町,2994,0.9956579826319305,0.9956579826319305
1990,0.98,529,3,大島郡徳之島町; 大島郡天城町; 大島郡伊仙町,9934,0.9968379758302901,0.9973827259915442
1990,0.98,530,2,大島郡和泊町; 大島郡知名町,5841,0.99968671679198,0.9996575928779319
1990,0.98,531,1,大島郡与論町,2272,0.9977992957746479,0.9977992957746479
1990,0.98,535,4,平良市; 宮古郡城辺町; 宮古郡下地町; 宮古郡上野村,17164,0.9946226804095395,0.9913190398508506
1990,0.98,536,1,石垣市,16160,0.9969059405940595,0.9969059405940595
1990,0.98,537,1,国頭郡伊江村,2018,1,1
1990,0.98,538,2,島尻郡仲里村; 島尻郡具志川村,3734,0.9997046662728883,0.9997321906802357
1990,0.98,539,1,島尻郡渡嘉敷村,269,1,1
1990,0.98,540,1,島尻郡座間味村,348,1,1
1990,0.98,541,1,島尻郡粟国村,304,1,1
1990,0.98,542,1,島尻郡渡名喜村,178,0.9775280898876404,0.9775280898876404
1990,0.98,543,1,島尻郡南大東村,619,1,1
1990,0.98,544,1,島尻郡北大東村,250,1,1
1990,0.98,545,1,島尻郡伊平屋村,504,0.9940476190476191,0.9940476190476191
1990,0.98,546,1,島尻郡伊是名村,677,1,1
1990,0.98,547,1,宮古郡伊良部町,2548,0.9293563579277865,0.9293563579277865
1990,0.98,548,1,宮古郡多良間村,636,0.9984276729559748,0.9984276729559748
1990,0.98,549,1,八重山郡竹富町,1660,0.9963855421686747,0.9963855421686747
1990,0.98,550,1,八重山郡与那国町,708,1,1
1990,0.977,68,1,檜山支庁奥尻町,1531,1,1
1990,0.977,69,1,宗谷支庁礼文町,2248,1,1
1990,0.977,70,2,宗谷支庁利尻町; 宗谷支庁利尻富士町,3834,0.9997387669801463,0.9997391757955139
1990,0.977,513,1,大島支庁大島町,4027,0.9997516761857462,0.9997516761857462
1990,0.977,514,1,大島支庁利島村,161,1,1
1990,0.977,515,1,大島支庁新島本村,1409,0.9978708303761533,0.9978708303761533
1990,0.977,516,1,大島支庁神津島村,912,1,1
1990,0.977,517,1,三宅支庁三宅村,1636,0.9969437652811736,0.9969437652811736
1990,0.977,518,1,三宅支庁御蔵島村,96,1,1
1990,0.977,519,1,八丈支庁八丈町,3885,0.9992277992277993,0.9992277992277993
1990,0.977,520,1,八丈支庁青ヶ島村,112,1,1
1990,0.977,521,1,小笠原支庁小笠原村,1000,1,1
1990,0.977,522,7,両津市; 佐渡郡相川町; 佐渡郡佐和田町; 佐渡郡金井町; 佐渡郡新穂村; 佐渡郡畑野町; 佐渡郡真野町,30564,0.9869649288140426,0.9877960999869128
1990,0.977,523,3,佐渡郡小木町; 佐渡郡羽茂町; 佐渡郡赤泊村,6272,0.924977886601286,0.9241071428571429
1990,0.977,524,1,岩船郡粟島浦村,268,0.996268656716418,0.996268656716418
1990,0.977,525,1,鹿島郡能登島町,1830,0.7530054644808744,0.7530054644808744
1990,0.977,526,1,飾磨郡家島町,3166,0.9750473783954516,0.9750473783954516
1990,0.977,527,1,八束郡八束町,2142,0.5322128851540616,0.5322128851540616
1990,0.977,528,4,隠岐郡西郷町; 隠岐郡布施村; 隠岐郡五箇村; 隠岐郡都万村,7709,0.9853864103570364,0.985860682319367
1990,0.977,529,1,隠岐郡海士町,1162,0.9216867469879518,0.9216867469879518
1990,0.977,530,1,隠岐郡西ノ島町,1610,0.9472049689440993,0.9472049689440993
1990,0.977,531,1,隠岐郡知夫村,286,0.9125874125874126,0.9125874125874126
1990,0.977,532,2,因島市; 豊田郡瀬戸田町,15936,0.9074087931625481,0.9039282128514057
1990,0.977,533,2,越智郡上浦町; 越智郡大三島町,3904,0.9018787742523395,0.904969262295082
1990,0.977,534,1,安芸郡下蒲刈町,1373,0.5484340859431901,0.5484340859431901
1990,0.977,535,1,安芸郡蒲刈町,1207,0.5898922949461475,0.5898922949461475
1990,0.977,536,1,佐伯郡宮島町,1286,0.749611197511664,0.749611197511664
1990,0.977,537,2,豊田郡豊浜町; 豊田郡豊町,2963,0.9478305203643695,0.9463381707728653
1990,0.977,538,3,豊田郡大崎町; 豊田郡東野町; 豊田郡木江町,4342,0.8932712245391716,0.891524643021649
1990,0.977,539,1,沼隈郡内海町,1193,0.5205364626990779,0.5205364626990779
1990,0.977,540,3,小豆郡内海町; 小豆郡土庄町; 小豆郡池田町,16290,0.9682426684267204,0.9652547575199509
1990,0.977,541,1,香川郡直島町,1798,0.9482758620689655,0.9482758620689655
1990,0.977,542,2,越智郡吉海町; 越智郡宮窪町,3674,0.8703357802693403,0.8630919978225368
1990,0.977,543,1,越智郡伯方町,3060,0.9035947712418301,0.9035947712418301
1990,0.977,544,1,越智郡魚島村,138,0.9927536231884058,0.9927536231884058
1990,0.977,545,1,越智郡弓削町,1371,0.587892049598833,0.587892049598833
1990,0.977,546,1,越智郡生名村,825,0.4072727272727273,0.4072727272727273
1990,0.977,547,1,越智郡岩城村,1037,0.8466730954676953,0.8466730954676953
1990,0.977,548,1,越智郡関前村,425,0.9035294117647059,0.9035294117647059
1990,0.977,549,1,温泉郡中島町,3595,0.98442280945758,0.98442280945758
1990,0.977,550,1,宗像郡大島村,363,0.9421487603305785,0.9421487603305785
1990,0.977,551,5,福江市; 南松浦郡富江町; 南松浦郡玉之浦町; 南松浦郡三井楽町; 南松浦郡岐宿町,16875,0.9645922139181425,0.9746962962962963
1990,0.977,552,1,平戸市,10400,0.9120192307692307,0.9120192307692307
1990,0.977,553,1,西彼杵郡伊王島町,397,0.743073047858942,0.743073047858942
1990,0.977,554,1,西彼杵郡高島町,398,0.9447236180904522,0.9447236180904522
1990,0.977,555,1,西彼杵郡大島町,2374,0.922072451558551,0.922072451558551
1990,0.977,556,1,西彼杵郡崎戸町,924,0.854978354978355,0.854978354978355
1990,0.977,557,1,北松浦郡大島村,733,0.9863574351978172,0.9863574351978172
1990,0.977,558,1,北松浦郡生月町,3380,0.9491124260355029,0.9491124260355029
1990,0.977,559,1,北松浦郡小値賀町,1566,0.9648786717752235,0.9648786717752235
1990,0.977,560,1,北松浦郡宇久町,1484,0.8962264150943396,0.8962264150943396
1990,0.977,561,1,北松浦郡福島町,1495,0.7083612040133779,0.7083612040133779
1990,0.977,562,1,北松浦郡鷹島町,1295,0.9606177606177606,0.9606177606177606
1990,0.977,563,1,南松浦郡奈留町,1634,0.98531211750306,0.98531211750306
1990,0.977,564,5,南松浦郡若松町; 南松浦郡上五島町; 南松浦郡新魚目町; 南松浦郡有川町; 南松浦郡奈良尾町,10537,0.9582274366081502,0.9560595995065009
1990,0.977,565,4,壱岐郡郷ノ浦町; 壱岐郡勝本町; 壱岐郡芦辺町; 壱岐郡石田町,14563,0.9942792787876328,0.995193298084186
1990,0.977,566,4,対馬支庁厳原町; 対馬支庁美津島町; 対馬支庁豊玉町; 対馬支庁峰町,13683,0.9878674786113725,0.9936417452313089
1990,0.977,567,2,対馬支庁上県町; 対馬支庁上対馬町,4039,0.9696009610035603,0.9720227779153255
1990,0.977,568,7,本渡市; 天草郡有明町; 天草郡栖本町; 天草郡新和町; 天草郡五和町; 天草郡苓北町; 天草郡天草町,32992,0.9558712426271521,0.9629910281280311
1990,0.977,569,2,牛深市; 天草郡河浦町,10595,0.9458381955837705,0.9618688060405852
1990,0.977,570,4,天草郡松島町; 天草郡姫戸町; 天草郡龍ヶ岳町; 天草郡倉岳町,9245,0.8939758104286772,0.8806922660897782
1990,0.977,571,1,天草郡御所浦町,1828,0.962800875273523,0.962800875273523
1990,0.977,572,1,東国東郡姫島村,1255,0.9617529880478087,0.9617529880478087
1990,0.977,573,5,名瀬市; 大島郡大和村; 大島郡住用村; 大島郡龍郷町; 大島郡笠利町,21158,0.9756587070237932,0.9910672086208526
1990,0.977,574,2,大島郡宇検村; 大島郡瀬戸内町,4919,0.9875955550326151,0.9908517991461679
1990,0.977,575,3,西之表市; 熊毛郡中種子町; 熊毛郡南種子町,15778,0.9984646323343697,0.9979718595512739
1990,0.977,576,1,鹿児島郡三島村,167,0.9940119760479041,0.9940119760479041
1990,0.977,577,1,鹿児島郡十島村,333,1,1
1990,0.977,578,2,薩摩郡里村; 薩摩郡上甑村,1371,0.9981179422835633,0.9978118161925602
1990,0.977,579,2,薩摩郡下甑村; 薩摩郡鹿島村,1215,0.9994413407821229,0.9991769547325103
1990,0.977,580,2,熊毛郡上屋久町; 熊毛郡屋久町,5217,0.9991803278688525,0.9992332758290206
1990,0.977,581,1,大島郡喜界町,2994,0.9956579826319305,0.9956579826319305
1990,0.977,582,3,大島郡徳之島町; 大島郡天城町; 大島郡伊仙町,9934,0.9968379758302901,0.9973827259915442
1990,0.977,583,2,大島郡和泊町; 大島郡知名町,5841,0.99968671679198,0.9996575928779319
1990,0.977,584,1,大島郡与論町,2272,0.9977992957746479,0.9977992957746479
1990,0.977,588,4,平良市; 宮古郡城辺町; 宮古郡下地町; 宮古郡上野村,17164,0.9946226804095395,0.9913190398508506
1990,0.977,589,1,石垣市,16160,0.9969059405940595,0.9969059405940595
1990,0.977,590,1,国頭郡伊江村,2018,1,1
1990,0.977,591,2,島尻郡仲里村; 島尻郡具志川村,3734,0.9997046662728883,0.9997321906802357
1990,0.977,592,1,島尻郡渡嘉敷村,269,1,1
1990,0.977,593,1,島尻郡座間味村,348,1,1
1990,0.977,594,1,島尻郡粟国村,304,1,1
1990,0.977,595,1,島尻郡渡名喜村,178,0.9775280898876404,0.9775280898876404
1990,0.977,596,1,島尻郡南大東村,619,1,1
1990,0.977,597,1,島尻郡北大東村,250,1,1
1990,0.977,598,1,島尻郡伊平屋村,504,0.9940476190476191,0.9940476190476191
1990,0.977,599,1,島尻郡伊是名村,677,1,1
1990,0.977,600,1,宮古郡伊良部町,2548,0.9293563579277865,0.9293563579277865
1990,0.977,601,1,宮古郡多良間村,636,0.9984276729559748,0.9984276729559748
1990,0.977,602,1,八重山郡竹富町,1660,0.9963855421686747,0.9963855421686747
1990,0.977,603,1,八重山郡与那国町,708,1,1
1995,0.98,60,1,檜山支庁奥尻町,1741,0.9977024698449167,0.9977024698449167
1995,0.98,61,1,宗谷支庁礼文町,2042,1,1
1995,0.98,62,2,宗谷支庁利尻町; 宗谷支庁利尻富士町,3642,0.9989146099475681,0.9989017023613399
1995,0.98,417,1,大島支庁大島町,4104,1,1
1995,0.98,418,1,大島支庁利島村,197,1,1
1995,0.98,419,1,大島支庁新島村,1311,0.9992372234935164,0.9992372234935164
1995,0.98,420,1,大島支庁神津島村,949,0.9989462592202318,0.9989462592202318
1995,0.98,421,1,三宅支庁三宅村,1681,0.9982153480071386,0.9982153480071386
1995,0.98,422,1,三宅支庁御蔵島村,106,1,1
1995,0.98,423,1,八丈支庁八丈町,4032,0.9982638888888888,0.9982638888888888
1995,0.98,424,1,八丈支庁青ヶ島村,140,0.9928571428571429,0.9928571428571429
1995,0.98,425,1,小笠原支庁小笠原村,1304,1,1
1995,0.98,426,10,両津市; 佐渡郡相川町; 佐渡郡佐和田町; 佐渡郡金井町; 佐渡郡新穂村; 佐渡郡畑野町; 佐渡郡真野町; 佐渡郡小木町; 佐渡郡羽茂町; 佐渡郡赤泊村,35539,0.9964568915898979,0.9967922563943836
1995,0.98,427,1,岩船郡粟島浦村,318,1,1
1995,0.98,428,1,鹿島郡能登島町,1783,0.7190128996074032,0.7190128996074032
1995,0.98,429,1,飾磨郡家島町,3223,0.94849519081601,0.94849519081601
1995,0.98,430,1,八束郡八束町,2161,0.5108745950948634,0.5108745950948634
1995,0.98,431,4,隠岐郡西郷町; 隠岐郡布施村; 隠岐郡五箇村; 隠岐郡都万村,7508,0.9932337335952134,0.9896110815130528
1995,0.98,432,1,隠岐郡海士町,1157,0.9403630077787382,0.9403630077787382
1995,0.98,433,1,隠岐郡西ノ島町,1517,0.970995385629532,0.970995385629532
1995,0.98,434,1,隠岐郡知夫村,292,0.9691780821917808,0.9691780821917808
1995,0.98,435,2,因島市; 豊田郡瀬戸田町,15359,0.9090982533295645,0.9070903053584217
1995,0.98,436,2,越智郡上浦町; 越智郡大三島町,3440,0.8936964219347936,0.8962209302325581
1995,0.98,437,1,安芸郡下蒲刈町,1248,0.5825320512820513,0.5825320512820513
1995,0.98,438,1,安芸郡蒲刈町,1220,0.6516393442622951,0.6516393442622951
1995,0.98,439,1,佐伯郡宮島町,1167,0.7617823479005998,0.7617823479005998
1995,0.98,440,2,豊田郡豊浜町; 豊田郡豊町,2532,0.9485464206979353,0.94826224328594
1995,0.98,441,3,豊田郡大崎町; 豊田郡東野町; 豊田郡木江町,4130,0.8999156866620082,0.9004842615012106
1995,0.98,442,1,沼隈郡内海町,1195,0.47615062761506277,0.47615062761506277
1995,0.98,443,3,小豆郡内海町; 小豆郡土庄町; 小豆郡池田町,15986,0.9664691769938332,0.9635305892656074
1995,0.98,444,1,香川郡直島町,1594,0.9360100376411543,0.9360100376411543
1995,0.98,445,2,越智郡吉海町; 越智郡宮窪町,3462,0.8541626226532191,0.8497978047371462
