municipality,cz,size
1647,40,2969
1648,40,979
1649,39,2105
1661,6,8173
1662,41,4498
1663,41,3011
1664,42,3330
1665,42,3349
1667,6,1027
1668,6,3233
1691,43,7022
1692,43,10642
1693,43,2397
1694,44,2632
2201,45,109829
2202,46,70184
2203,47,91820
2204,46,15129
2205,48,22021
2206,49,26517
2207,49,15827
2208,50,22133
2209,48,13150
2210,46,14067
2301,45,4895
2303,45,941
2304,45,1173
2307,45,2136
2321,48,3958
2323,48,3085
2343,46,700
2361,46,6932
2362,46,4143
2367,46,3538
2381,46,6904
2384,48,6092
2387,48,3978
2401,49,5552
2402,49,6867
2405,49,4620
2406,50,1997
2408,49,7813
2411,49,5609
2412,49,10173
2423,50,2110
2424,50,2930
2425,50,763
2426,50,773
2441,47,4446
2442,47,7846
2443,47,2615
2445,47,8158
2446,47,5525
2450,47,1190
3201,51,121668
3202,52,22152
3203,53,16209
3205,54,41934
3206,54,40729
3207,55,14933
3208,53,11805
3209,54,51249
3210,53,8254
3211,52,14698
3213,56,12739
3214,51,11923
3215,54,52134
3216,51,23120
3301,51,7754
3302,51,2590
3303,51,6216
3321,51,14721
3322,51,11905
3366,54,2517
3381,54,7180
3402,54,3431
3441,53,2500
3461,52,4849
3482,52,6365
3483,52,4116
3484,52,1508
3485,55,1165
3501,56,4136
3503,55,1665
3506,56,2562
3507,55,6560
3524,56,5386
4100,57,397002
4202,58,56827
4203,57,20810
4205,59,24883
4206,60,14369
4207,57,29705
4208,60,12371
4209,57,23975
4211,57,17717
4212,59,34388
4213,59,28107
4214,58,15440
4215,57,56070
4301,60,5276
4302,60,534
4321,60,9678
4322,60,4819
4323,60,15249
4324,60,4083
4341,60,5788
4361,57,13702
4362,57,4795
4401,57,5704
4404,57,7275
4406,57,14660
4421,57,11775
4422,57,3551
4423,57,20418
4424,57,2480
4444,57,3328
4445,57,10446
4501,57,7095
4505,57,10388
4581,58,2689
4606,59,5196
5201,61,117395
5202,62,21285
5203,63,39913
5204,64,29732
5206,61,10618
5207,63,19581
5209,64,13850
5210,65,33397
5211,61,13244
5212,63,35473
5213,64,13201
5214,65,10540
5215,63,11419
5303,64,2055
5327,64,838
5346,62,1279
5348,62,7177
5349,62,3063
5361,61,3661
5363,61,2481
5366,61,2037
5368,61,1566
5434,63,8972
5463,63,6976
5464,63,1161
6201,66,101876
6202,67,35955
6203,68,55914
6204,68,46196
6205,69,15882
6206,66,18441
6207,66,13607
6208,66,10757
6209,67,12162
6210,66,27316
6211,66,20849
6212,66,7736
6213,67,14374
6301,66,6160
6302,66,5091
6321,66,8382
6322,66,2359
6323,66,3225
6324,66,3855
6341,66,3351
6361,69,2607
6362,69,3998
6363,69,2360
6364,69,3441
6365,69,1607
6366,69,1936
6367,69,2062
6381,67,11251
6382,67,7223
6401,70,3328
6402,67,6316
6403,67,3357
6426,68,3452
6428,68,9711
6461,68,6230
7201,71,116494
7202,72,48860
7203,73,128632
7204,74,132633
7205,75,26023
7207,75,32833
7208,72,20610
7209,76,15899
7210,73,25095
7211,73,17378
7212,76,21675
7213,71,26745
7214,73,13309
7301,71,5194
7303,71,4041
7308,71,6102
7322,73,3999
7342,75,5477
7344,75,2545
7362,77,2592
7364,78,331
7367,77,1803
7368,77,7042
7402,72,1376
7405,72,2744
7407,72,1556
7408,72,6326
7421,72,7412
7422,72,1505
7423,72,1430
7444,72,606
7445,79,702
7446,79,508
7447,72,9210
7461,75,8892
7464,75,2946
7465,75,2512
7466,75,6955
7481,75,6388
7482,75,2526
7483,75,4072
7484,75,1661
7501,75,6771
7502,75,3111
7503,73,2987
7504,75,2961
7505,75,2377
7521,73,7879
7522,73,4668
7541,74,2459
7542,74,728
7544,73,603
7548,73,8
7561,76,3531
8201,80,102252
8202,80,61737
8203,81,54207
8204,82,56578
8205,80,29436
8207,83,20941
8208,81,28253
8210,83,18359
8211,81,23402
8212,80,20253
8214,80,11278
8215,80,17594
8216,80,30408
8217,81,38180
8219,81,30806
8220,81,81799
8221,80,61330
8222,84,25237
8223,84,11844
8224,81,25487
8225,80,17077
8226,80,20679
8227,83,42799
8228,81,23505
8229,81,16242
8230,81,17657
8231,83,17491
8232,84,38394
8233,84,16420
8234,84,21376
8235,81,19286
8236,80,20935
8302,80,13668
8309,80,7089
8310,80,8435
8341,80,14519
8364,80,7325
8442,81,6595
8443,81,18642
8447,81,3856
8521,83,9854
8542,82,3637
8546,82,10523
8564,81,5311
9201,85,191423
9202,86,57734
9203,83,62992
9204,86,47269
9205,85,41361
9206,85,35090
9208,83,64242
9209,85,33677
9210,85,30155
9211,85,13977
9213,85,49312
9214,85,18080
9215,85,11474
9216,85,24592
9301,85,13559
9342,85,10095
9343,85,5639
9344,85,5293
9345,85,6627
9361,83,16174
9364,83,10132
9384,85,5092
9386,85,12659
9407,85,9735
9411,85,7356
10201,87,128238
10202,87,141764
10203,87,44585
10204,87,82176
10205,86,85228
10206,88,19962
10207,86,29697
10208,87,30861
10209,87,26880
10210,87,20379
10211,87,22793
10212,87,20785
10344,87,5911
10345,87,8509
10366,89,457
10367,89,644
10382,87,3064
10383,87,656
10384,87,5585
10421,87,6937
10424,90,2277
10425,90,4893
10426,90,3193
10428,87,1581
10429,87,5831
10443,88,2069
10444,88,1378
10448,88,3564
10449,88,8229
10464,87,15082
10521,86,6171
10522,86,4657
10523,86,4605
10524,86,17700
10525,86,10418
11100,91,438980
11201,92,120916
11202,93,73646
11203,91,213694
11206,93,31724
11207,93,23783
11208,92,118589
11209,92,30051
11210,82,44788
11211,93,29318
11212,92,33241
11214,82,86293
11215,92,53160
11216,82,20892
11217,94,43998
11218,93,54817
11219,94,83202
11221,95,87448
11222,95,119263
11223,91,26767
11224,91,50794
11225,92,54862
11227,96,48788
11228,96,25588
11229,96,30238
11230,96,58068
11231,94,27278
11232,82,56950
11233,94,24910
11234,95,32622
11235,96,38766
11237,95,51328
11238,82,22416
11239,92,35892
11240,82,19278
11241,92,25909
11242,92,20586
11243,95,26260
11245,96,37786
11246,82,19615
11301,94,15718
11324,96,12996
11326,92,12700
11327,92,4577
11341,92,7098
11342,92,6979
11343,92,12171
11346,92,7811
11347,94,8110
11348,92,4980
11349,92,4717
11361,93,3241
11362,93,3883
11363,93,2848
11365,93,4935
11369,92,1056
11381,93,4394
11383,93,5551
11385,93,12164
11408,93,13139
11442,82,11974
11464,82,16597
11465,95,11206
12100,97,329591
12202,84,26095
12203,91,169303
12204,91,219657
12205,98,17634
12206,98,50861
12207,91,169779
12208,91,55937
12210,97,32330
12211,99,50758
12212,99,60896
12213,97,22158
12215,99,29034
12216,91,61366
12217,91,143707
12218,97,6565
12219,98,98254
12220,91,63735
12221,91,65475
12222,91,45011
12223,98,13885
12224,91,38893
12225,98,35142
12226,98,18546
12227,91,61600
12228,97,30586
12229,98,23565
12230,99,28500
12231,91,34754
12232,91,22572
12233,99,19760
12234,98,15367
12235,99,15002
12236,99,31121
12237,99,20838
12238,97,13901
12239,97,17541
12322,99,7305
12329,91,8330
12342,99,2230
12347,99,6520
12349,84,5842
12403,97,6298
12409,99,3323
12410,99,9471
12421,97,4574
12422,97,2688
12423,97,5370
12424,97,4427
12426,97,2846
12427,97,3154
12441,97,3595
12443,97,2331
12463,98,3249
13101,91,17369
13102,91,50080
13103,91,59919
13104,91,88741
13105,91,70251
13106,91,59905
13107,91,92546
13108,91,173434
13109,91,140444
13110,91,86841
13111,91,260692
13112,91,250767
13113,91,67147
13114,91,103952
13115,91,185468
13116,91,87683
13117,91,104293
13118,91,70141
13119,91,177443
13120,91,201887
13121,91,192048
13122,91,144385
13123,91,223035
13201,100,183398
13202,101,56538
13203,91,50955
13204,91,60606
13205,101,45685
13206,100,95427
13207,101,40446
13208,100,81143
13209,102,130012
13210,91,41661
13211,103,61081
13212,100,61110
13213,103,50020
13214,100,40662
13215,100,24561
13218,101,19113
13219,100,27209
13220,101,28296
13221,103,23153
13222,103,38543
13223,101,21354
13224,100,46122
13225,100,30833
13227,101,20892
13228,101,25620
13229,103,67908
13303,101,11676
13305,101,5505
13307,101,772
13308,101,1709
13361,104,3394
13362,105,191
13363,106,1250
13364,107,888
13381,108,1217
13382,109,192
13401,110,3275
13402,111,115
13421,112,1434
14100,91,1283024
14130,91,526185
14150,102,246703
14201,113,128838
14203,102,85817
14204,102,57682
14205,102,149244
14206,114,69077
14207,102,81879
14208,113,19270
14210,113,16523
14211,114,56418
14212,102,82613
14213,102,83427
14214,102,37357
14215,102,44586
14216,102,44350
14217,114,15940
14218,102,28689
14301,113,10750
14321,102,18120
14341,102,10950
14342,102,9961
14361,114,3773
14362,114,6532
14363,114,4230
14364,114,4126
14366,114,6505
14382,114,5584
14383,114,2766
14384,114,8910
14401,102,16075
14402,102,1117
15100,115,325830
15202,116,117077
15204,115,43668
15205,116,35830
15206,115,41431
15208,116,16190
15209,115,11880
15210,117,24185
15211,116,17818
15212,70,26024
15213,115,36977
15216,118,18393
15217,118,13840
15218,115,22456
15222,118,81900
15223,115,19083
15224,119,24411
15225,120,16301
15226,120,26222
15227,70,12950
15307,115,6039
15342,115,3716
15361,115,5147
15385,115,4361
15405,116,1855
15461,120,3494
15482,117,4422
15504,116,2149
15581,70,2549
15586,121,180
16201,122,175033
16202,123,72526
16204,122,19035
16205,123,20131
16206,122,14765
16207,122,18244
16208,123,21856
16209,123,13464
16210,123,22845
16211,123,38954
16321,122,1371
16322,122,9059
16323,122,11711
16342,122,11346
16343,122,5174
17201,124,178413
17202,125,23340
17203,124,45606
17204,126,10209
17205,126,5739
17206,124,28894
17207,125,8794
17209,124,15069
17210,124,47618
17211,124,21388
17212,124,21838
17324,124,2799
17361,124,16374
17365,124,11586
17384,125,8588
17386,125,5527
17407,125,7358
17461,126,3299
17463,126,6999
18201,127,107690
18202,128,27429
18204,128,12824
18205,127,15089
18206,127,10714
18207,127,29641
18208,127,12993
18209,127,35678
18210,127,40840
18322,127,8652
18382,127,1075
18404,127,4681
18423,127,9547
18442,128,4449
18481,128,4855
18483,128,3650
18501,128,6637
19201,129,70698
19202,130,20656
19204,130,12120
19205,129,14937
19206,130,9441
19207,129,12115
19208,129,29481
19209,129,18146
19210,129,30338
19211,129,28599
19212,100,9388
19213,129,13491
19214,129,12793
19346,129,6367
19364,131,417
19365,131,4961
19366,131,3294
19368,129,6367
19384,129,8254
19422,130,785
19423,130,1928
19424,130,4103
19425,130,2310
19429,130,1309
19430,130,10719
19442,132,296
19443,132,211
20201,133,155460
20202,134,97500
20203,135,62967
20204,136,20217
20205,137,44075
20206,136,20466
20207,133,21227
20208,138,17671
20209,139,28928
20210,139,14333
20211,133,20708
20212,134,11679
20213,133,9489
20214,136,23819
20215,134,29746
20217,138,39980
20218,135,24881
20219,135,12963
20220,134,39630
20303,138,2102
20304,140,2909
20305,138,1950
20306,138,396
20307,138,321
20309,138,4844
20321,138,7488
20323,138,6526
20324,135,3330
20349,135,1686
20350,135,2543
20361,136,8034
20362,136,6101
20363,136,3456
20382,139,8039
20383,139,10856
20384,139,4481
20385,139,6273
20386,139,2394
20388,139,3808
20402,137,6192
20403,137,5864
20404,137,2000
20407,137,2865
20409,141,170
20410,141,426
20411,137,1732
20412,137,253
20413,137,481
20414,137,782
20415,137,2848
20416,137,3085
20417,137,383
20422,142,1889
20423,143,1865
20425,142,1199
20429,142,369
20430,142,1571
20432,142,5141
20446,134,1154
20448,134,727
20450,134,3868
20451,134,2070
20452,134,2023
20481,134,4078
20482,134,4287
20485,144,3813
20486,144,1313
20521,135,6378
20541,133,4947
20543,133,3308
20561,133,5917
20562,133,2098
20563,133,1525
20583,133,3595
20588,133,1080
20590,133,5286
20602,117,818
21201,145,152821
21202,145,63014
21203,146,40485
21204,143,43283
21205,147,36831
21206,143,32131
21207,147,8896
21208,143,15416
21209,145,25559
21210,143,21180
21211,147,22663
21212,143,23841
21213,145,55463
21214,147,38465
21215,145,11083
21216,145,21185
21217,146,10444
21218,145,13348
21219,148,17612
21220,149,14066
21221,145,14860
21302,145,9819
21303,145,8792
21341,145,11858
21361,145,10768
21362,145,2937
21381,145,7660
21382,145,4085
21383,145,5791
21401,145,8413
21403,145,9478
21404,145,9541
21421,145,7673
21501,147,3210
21502,147,2421
21503,147,4169
21504,147,1482
21505,147,4235
21506,149,3347
21507,149,995
21521,147,7462
21604,146,816
22100,150,279469
22130,151,326220
22203,152,77804
22205,114,13606
22206,152,43773
22207,131,53468
22208,153,24268
22209,150,42505
22210,131,100137
22211,151,69801
22212,150,58383
22213,151,51484
22214,150,59364
22215,152,36192
22216,151,37122
22219,153,8607
22220,152,22310
22221,154,25981
22222,152,12827
22223,151,15234
22224,151,21348
22225,152,19568
22226,150,21841
22301,153,5178
22302,153,2924
22304,153,2959
22305,153,2425
22306,153,2970
22325,152,15110
22341,152,13126
22342,152,17135
22344,152,7779
22424,150,13431
22429,150,3045
22461,151,8119
23100,155,834267
23201,154,151605
23202,156,154937
23203,155,141173
23204,155,47173
23205,157,44484
23206,155,113573
23207,154,74811
23208,155,23516
23209,156,31264
23210,156,61519
23211,155,169302
23212,156,72638
23213,156,71402
23214,156,32823
23215,155,27433
23216,157,21860
23217,155,36748
23219,155,54444
23220,155,52498
23221,154,19657
23222,157,46155
23223,157,36052
23224,157,32380
23225,156,28834
23226,155,29873
23227,156,19104
23228,155,17623
23229,155,25310
23230,155,32269
23231,154,30831
23232,155,24845
23233,155,24874
23234,155,32681
23235,155,17198
23236,155,23210
23237,155,32194
23238,155,21121
23302,155,16345
23342,155,6203
23361,155,9229
23362,155,12928
23424,155,11804
23425,155,14974
23427,155,1937
23441,157,10461
23442,157,19101
23445,157,7815
23446,157,8938
23447,157,16725
23501,156,16146
23561,154,2016
23562,154,1247
23563,154,433
24201,158,106301
24202,158,117483
24203,159,49636
24204,159,64342
24205,158,54739
24207,158,75712
24208,160,29850
24209,161,6707
24210,158,19544
24211,159,8110
24212,162,5979
24214,158,19527
24215,159,19821
24216,160,37277
24303,155,2853
24324,158,9741
24341,158,15664
24343,158,3781
24344,158,6222
24441,159,6153
24442,159,9017
24443,159,3605
24461,159,6446
24470,159,3461
24471,159,3326
24472,159,4487
24543,161,6002
24561,162,3513
24562,162,4027
25201,163,118006
25202,163,43627
25203,163,46273
25204,163,31203
25206,163,49763
25207,163,30634
25208,163,26176
25209,163,37365
25210,163,19244
25211,163,21912
25212,164,19196
25213,163,46479
25214,163,15375
25383,163,9203
25384,163,5697
25425,163,8415
25441,163,2619
25442,163,2569
25443,163,2860
26100,165,472431
26201,166,31332
26202,128,31010
26203,166,13358
26204,165,60111
26205,167,7018
26206,166,32715
26207,165,26362
26208,165,19259
26209,165,29397
26210,168,24221
26211,165,22271
26212,167,23512
26213,166,11892
26214,165,24863
26303,165,5633
26322,165,5743
26343,165,2644
26344,165,3813
26364,165,487
26365,165,1527
26366,165,12317
26367,160,994
26407,166,5587
26463,167,823
26465,167,8938
27100,168,814505
27140,169,278919
27202,169,64311
27203,168,133157
27204,168,33710
27205,168,125941
27206,169,25222
27207,168,114758
27208,169,30881
27209,168,45099
27210,168,127871
27211,168,98896
27212,170,86647
27213,169,35680
27214,170,37656
27215,168,75102
27216,170,32396
27217,170,38983
27218,168,40753
27219,169,60691
27220,168,42610
27221,170,24156
27222,170,37429
27223,168,40255
27224,168,30732
27225,169,19343
27226,170,21986
27227,168,157377
27228,169,19621
27229,168,18300
27230,168,25609
27231,169,18331
27232,169,17886
27301,168,10760
27321,168,6348
27322,168,3782
27341,169,5679
27361,169,15211
27362,169,3129
27366,169,5142
27381,170,4684
27382,170,5330
27383,170,1798
28100,171,511728
28201,172,194676
28202,168,150321
28203,171,100365
28204,168,157165
28205,173,17052
28206,168,30381
28207,168,66229
28208,172,10405
28209,174,33957
28210,171,95866
28212,172,17072
28213,171,16329
28214,168,73628
28215,171,28112
28216,171,33327
28217,168,50495
28218,171,18607
28219,175,40007
28220,171,17561
28221,175,16532
28222,174,9434
28223,175,26548
28224,173,20214
28225,174,12200
28226,173,16411
28227,172,15211
28228,171,15999
28229,172,28327
28301,168,10327
28365,171,8613
28381,171,11324
28382,171,12351
28442,172,4664
28443,172,7301
28446,172,4412
28464,172,12074
28481,172,5622
28501,172,6633
28585,174,7398
28586,174,6116
29201,176,119416
29202,177,22135
29203,176,29544
29204,176,23819
29205,177,41594
29206,160,19536
29207,177,11525
29208,177,8703
29209,176,40607
29210,176,25270
29211,177,12533
29212,160,10851
29322,160,1502
29342,176,6072
29343,176,7509
29344,176,9149
29345,176,2629
29361,176,2916
29362,176,2347
29363,176,10854
29385,160,606
29386,160,641
29401,177,2304
29402,177,1977
29424,176,6665
29425,176,8252
29426,176,11873
29427,176,5502
29441,177,2575
29442,177,6226
29443,177,2000
29444,177,216
29446,177,477
29447,178,169
29449,179,1161
29450,162,308
29451,162,196
29452,177,379
29453,160,544
30201,180,127807
30202,180,19241
30203,181,23614
30204,180,10760
30205,182,9215
30206,182,28953
30207,162,10129
30208,180,24908
30209,180,19767
30304,180,3538
30341,181,6950
30343,181,1652
30344,181,1428
30361,180,4694
30362,180,2674
30366,180,11036
30381,182,2792
30382,182,2934
30383,182,2246
30390,182,3390
30391,182,5876
30392,182,4101
30401,182,8273
30404,182,5987
30406,182,1369
30421,162,5545
30422,162,1066
30424,162,833
30427,162,139
30428,162,5414
31201,183,77784
31202,184,59738
31203,185,20624
31204,184,13935
31302,183,4721
31325,183,1312
31328,183,2924
31329,183,7650
31364,185,2828
31370,185,7446
31371,185,7813
31372,185,6960
31384,184,1541
31386,184,7470
31389,184,4642
31390,184,4949
31401,184,1987
31402,184,1349
31403,184,1384
32201,186,83067
32202,187,24186
32203,186,73260
32204,188,19786
32205,187,14172
32206,186,17007
32207,187,9833
32209,186,16958
32343,186,5821
32386,186,2157
32441,187,1419
32448,187,1926
32449,187,4579
32501,188,3180
32505,188,2737
32525,189,982
32526,189,1247
32527,190,200
32528,191,5702
33100,192,269498
33202,192,172096
33203,193,40599
33204,192,21619
33205,192,18263
33207,192,16089
33208,192,24879
33209,194,12308
33210,194,12149
33211,192,12998
33212,192,14272
33213,192,16792
33214,195,19222
33215,193,11316
33216,192,12268
33346,192,5299
33423,192,4528
33445,192,4330
33461,192,5555
33586,195,354
33606,193,5202
33622,193,4682
33623,193,2324
33643,193,638
33663,193,1980
33666,193,5799
33681,194,4928
34100,196,452527
34202,196,80480
34203,196,9606
34204,196,35816
34205,197,52384
34207,197,173029
34208,197,15741
34209,197,21633
34210,197,14868
34211,198,10207
34212,196,70372
34213,196,43806
34214,196,12148
34215,196,8426
34302,196,19925
34304,196,11558
34307,196,8751
34309,196,4660
34368,196,2288
34369,196,8039
34431,196,2970
34462,197,6958
34545,197,3891
35201,199,100910
35202,199,62861
35203,199,74614
35204,200,20326
35206,199,45058
35207,198,21242
35208,198,48919
35210,198,18264
35211,200,14389
35212,198,11984
35213,199,10829
35215,198,53939
35216,199,23471
35305,198,5379
35321,198,2326
35341,198,958
35343,198,5720
35344,198,4496
35502,200,1362
36201,201,93899
36202,201,22424
36203,202,15003
36204,202,27674
36205,201,15240
36206,201,14897
36207,203,11121
36208,203,9772
36301,202,2266
36302,202,654
36321,201,1216
36341,201,9796
36342,201,2168
36368,202,3123
36383,202,1509
36387,202,2365
36388,202,3568
36401,201,6115
36402,201,8653
36403,201,13631
36404,201,4971
36405,201,4520
36468,203,3210
36489,203,5954
37201,204,156285
37202,204,41511
37203,204,19745
37204,204,12104
37205,204,24336
37206,204,19189
37207,204,12055
37208,204,26442
37322,205,5602
37324,205,5710
37341,204,10807
37364,192,1314
37386,204,7318
37387,204,9312
37403,204,3628
37404,204,9032
37406,204,7355
38201,206,180774
38202,207,58713
38203,208,30226
38204,209,14184
38205,207,44253
38206,207,41938
38207,209,17430
38210,206,14630
38213,207,34222
38214,209,15004
38215,206,12709
38356,197,2345
38386,206,3243
38401,206,11282
38402,206,8253
38422,209,6901
38442,209,4004
38484,208,1494
38488,208,3994
38506,208,8043
39201,210,117174
39202,211,4603
39203,211,7361
39204,210,18780
39205,210,10725
39206,212,8790
39208,213,8419
39209,213,4719
39210,213,13521
39211,210,13120
39212,210,10007
39301,202,824
39302,211,1187
39303,211,1144
39304,211,1163
39305,211,540
39306,211,345
39307,211,1698
39341,214,1500
39344,214,1616
39363,214,1657
39364,214,155
39386,210,8938
39387,210,1733
39401,212,2559
39402,210,5229
39403,210,2257
39405,212,1529
39410,210,1859
39411,212,2391
39412,212,7437
39424,213,1881
39427,213,574
39428,213,4481
40100,215,334383
40130,216,516132
40202,217,38869
40203,218,112442
40204,215,19889
40205,219,45323
40206,219,15884
40207,218,25583
40210,218,26870
40211,218,18762
40212,218,13369
40213,215,25137
40214,220,9287
40215,215,13939
40216,218,20645
40217,216,36985
40218,216,39397
40219,216,35779
40220,215,33513
40221,216,24012
40223,216,21851
40224,216,20219
40225,218,12392
40226,215,10089
40227,219,13011
40228,218,21038
40229,218,15214
40230,216,36198
40305,216,18066
40341,216,14218
40342,216,11547
40343,216,16985
40344,216,10365
40345,216,10964
40348,216,3095
40349,216,19061
40381,215,4735
40382,215,9794
40383,215,10742
40384,215,6800
40401,215,2600
40402,215,5923
40421,219,5093
40447,218,11786
40448,221,911
40503,218,6066
40522,218,5836
40544,218,7837
40601,219,3527
40602,219,3350
40604,219,2944
40605,219,5202
40608,219,1676
40609,219,1162
40610,219,7377
40621,215,12763
40625,215,7174
40642,220,2507
40646,220,2912
40647,215,6522
41201,222,92649
41202,223,49887
41203,218,27486
41204,222,8288
41205,223,24300
41206,222,20478
41207,222,13523
41208,222,18875
41209,222,11913
41210,222,13062
41327,218,6457
41341,218,6688
41345,218,3786
41346,218,9428
41387,223,2951
41401,223,8745
41423,222,2539
41424,222,4268
41425,222,10791
41441,222,4051
42201,224,159567
42202,225,93980
42203,224,18752
42204,224,56545
42205,224,35575
42207,225,12729
42208,225,9802
42209,226,12418
42210,227,11068
42211,228,13805
42212,225,12018
42213,224,19552
42214,224,19352
42307,224,16493
42308,224,11690
42321,224,3667
42322,225,5656
42323,225,6900
42383,229,947
42391,225,5669
42411,230,6979
43100,231,275275
43202,231,50723
43203,232,13902
43204,217,19107
43205,233,9735
43206,217,26673
43208,217,21852
43210,231,20423
43211,231,14960
43212,234,10282
43213,231,24769
43214,235,11967
43215,234,32415
43216,231,22261
43348,231,4158
43364,217,2341
43367,217,3929
43368,217,6251
43369,217,4171
43403,231,13848
43404,231,16092
43423,236,1934
43424,236,3313
43425,235,650
43428,235,2702
43432,231,3103
43433,235,4386
43441,231,7176
43442,231,3760
43443,231,13130
43444,231,4446
43447,237,7031
43468,231,5030
43482,233,6832
43484,233,1869
43501,232,4838
43505,232,4203
43506,232,1668
43507,232,875
43510,232,1970
43511,232,441
43512,232,1482
43513,232,1495
43514,232,6752
43531,234,3108
44201,238,180391
44202,238,41483
44203,220,32767
44204,221,27904
44205,238,26874
44206,238,14940
44207,238,6447
44208,238,9517
44209,220,8813
44210,238,11324
44211,220,21577
44212,238,14294
44213,238,12903
44214,238,11230
44322,239,735
44341,238,11184
44461,221,4122
44462,221,6477
45201,240,155573
45202,241,65590
45203,242,47604
45204,243,20945
45205,241,19354
45206,242,25239
45207,243,7619
45208,240,12808
45209,241,7744
45341,241,10265
45361,241,4008
45382,240,8295
45383,240,3138
45401,240,8378
45402,240,7398
45403,244,479
45404,240,2243
45405,240,7102
45406,240,4370
45421,242,7444
45429,242,802
45430,245,1190
45431,242,2291
45441,237,5521
45442,237,1809
45443,237,1674
46201,246,219691
46203,247,39080
46204,246,8599
46206,248,8438
46208,248,21778
46210,246,16916
46213,249,7008
46214,247,5985
46215,246,37510
46216,246,17985
46217,241,14967
46218,250,46051
46219,246,11151
46220,246,12824
46221,247,13318
46222,251,16908
46223,246,14535
46224,250,10484
46225,250,27492
46303,252,159
46304,253,305
46392,246,9290
46404,248,4654
46452,250,3658
46468,247,5609
46482,247,2739
46490,247,2905
46491,247,2863
46492,247,5810
46501,249,3697
46502,249,2719
46505,254,5319
46523,251,477
46524,251,614
46525,251,3189
46527,251,2193
46529,255,2937
46530,256,4392
46531,256,2282
46532,256,2342
46533,257,3158
46534,257,2593
46535,258,2348
47201,259,99425
47205,259,29501
47207,260,19080
47208,259,35832
47209,261,20537
47210,259,22365
47211,259,37844
47212,259,19637
47213,259,35265
47214,262,19168
47215,259,15724
47301,261,2040
47302,261,1158
47303,261,809
47306,261,3744
47308,261,5384
47311,259,4625
47313,259,2294
47314,259,3982
47315,263,1970
47324,259,12597
47325,259,4210
47326,259,8306
47327,259,5094
47328,259,7303
47329,259,11932
47348,259,6720
47350,259,13514
47353,264,394
47354,265,452
47355,266,322
47356,267,232
47357,268,772
47358,269,380
47359,270,569
47360,271,630
47361,272,3475
47362,259,10532
47375,273,534
47381,260,1896
47382,274,1187
