municipality,cz,size
24210,157,19737
24211,158,8880
24212,161,6450
24214,157,19800
24215,158,20933
24216,159,38104
24303,153,3109
24324,157,10462
24341,157,15331
24343,157,3579
24344,157,5683
24441,158,6422
24442,158,9134
24443,158,3904
24461,158,6350
24470,158,3668
24471,158,3594
24472,158,5129
24543,160,6681
24561,161,3644
24562,162,4175
25201,163,117472
25202,163,41840
25203,163,48348
25204,163,31310
25206,163,47363
25207,163,29843
25208,163,24809
25209,163,37404
25210,163,19935
25211,163,22574
25212,164,20630
25213,163,46126
25214,163,15510
25383,163,9717
25384,163,6166
25425,163,8019
25441,163,2652
25442,163,2765
25443,163,2896
26100,165,487883
26201,166,31277
26202,129,32279
26203,166,13680
26204,165,62048
26205,167,7511
26206,165,33721
26207,165,27950
26208,165,20111
26209,165,29424
26210,168,25416
26211,165,20927
26212,167,24862
26213,165,12469
26214,169,23850
26303,165,5481
26322,165,6130
26343,165,2659
26344,165,3929
26364,169,567
26365,169,1690
26366,169,12563
26367,159,1214
26407,165,6048
26463,167,929
26465,167,9377
27100,168,852643
27140,170,271293
27202,171,64521
27203,168,130561
27204,168,34329
27205,168,122677
27206,170,25543
27207,168,118233
27208,171,31010
27209,168,45654
27210,168,134463
27211,168,97135
27212,170,88217
27213,171,35164
27214,170,37989
27215,168,80258
27216,170,35262
27217,170,41395
27218,168,43662
27219,170,60044
27220,168,42038
27221,170,25836
27222,170,38496
27223,168,41524
27224,168,30148
27225,170,19799
27226,170,21575
27227,168,165230
27228,171,20134
27229,168,18342
27230,168,26378
27231,170,19099
27232,171,18673
27301,168,10404
27321,168,7404
27322,168,4256
27341,171,5793
27361,171,15640
27362,171,2752
27366,171,5644
27381,170,4603
27382,170,5519
27383,170,2068
28100,172,510582
28201,173,193213
28202,168,155329
28203,172,97084
28204,168,164459
28205,174,17715
28206,168,31824
28207,168,68313
28208,173,10813
28209,175,34845
28210,172,95469
28212,173,17653
28213,172,16373
28214,168,74021
28215,172,30116
28216,172,34347
28217,168,50467
28218,172,18815
28219,166,39727
28220,172,18759
28221,166,16818
28222,175,9900
28223,166,27402
28224,174,21917
28225,175,12685
28226,174,17481
28227,173,16034
28228,172,16212
28229,173,29321
28301,168,10561
28365,172,9190
28381,172,11423
28382,172,12157
28442,173,5089
28443,173,7426
28446,173,4582
28464,173,12206
28481,173,6065
28501,173,7137
28585,175,7769
28586,175,6026
29201,176,120022
29202,177,23730
29203,176,30332
29204,176,23433
29205,177,40013
29206,159,20209
29207,178,12144
29208,177,9338
29209,176,39877
29210,176,23753
29211,177,12293
29212,159,11625
29322,159,1728
29342,176,6578
29343,176,7446
29344,176,9380
29345,176,2786
29361,176,2992
29362,176,2455
29363,176,10956
29385,159,713
29386,159,626
29401,177,2358
29402,177,2105
29424,176,7204
29425,176,7687
29426,176,11581
29427,176,5792
29441,177,2940
29442,177,6779
29443,177,2300
29444,177,282
29446,179,510
29447,178,205
29449,180,1336
29450,161,353
29451,161,249
29452,177,493
29453,159,636
30201,181,128554
30202,181,19772
30203,178,24271
30204,181,11255
30205,182,9270
30206,183,30278
30207,162,10590
30208,181,25284
30209,181,18436
30304,181,3848
30341,178,7253
30343,178,1921
30344,178,1629
30361,181,5083
30362,181,2922
30366,181,10840
30381,182,2861
30382,182,2784
30383,182,2405
30390,182,3506
30391,183,5952
30392,182,4015
30401,183,8420
30404,183,5616
30406,183,1524
30421,162,6002
30422,162,1137
30424,162,878
30427,161,130
30428,162,5642
31201,184,78835
31202,185,58336
31203,186,20842
31204,185,13932
31302,184,4868
31325,184,1452
31328,184,3027
31329,184,7995
31364,186,3031
31370,186,7548
31371,186,8236
31372,186,7166
31384,185,1414
31386,185,7732
31389,185,4868
31390,185,5121
31401,185,2176
31402,185,1440
31403,185,1460
32201,187,76957
32202,188,24946
32203,187,59571
32204,189,20293
32205,188,15356
32206,187,17603
32207,188,10014
32209,187,17876
32304,187,6228
32343,187,6257
32386,187,2304
32401,187,12052
32441,188,1569
32448,188,1966
32449,188,5011
32501,189,3438
32505,189,2661
32525,190,939
32526,190,691
32527,191,210
32528,192,6121
33100,193,266903
33202,193,177317
33203,194,40536
33204,193,23932
33205,193,19174
33207,193,16430
33208,193,25570
33209,195,13150
33210,195,13228
33211,193,13755
33212,193,14153
33213,193,16821
33214,196,20117
33215,194,11543
33216,193,12698
33346,193,5383
33423,193,4517
33445,193,4086
33461,193,5685
33586,196,372
33606,194,5228
33622,194,4716
33623,194,2380
33643,194,590
33663,194,2096
33666,194,6030
33681,195,5000
34100,197,438735
34202,197,84424
34203,197,10181
34204,197,35693
34205,198,54594
34207,198,167205
34208,198,15587
34209,198,23290
34210,198,15645
34211,199,10575
34212,197,70434
34213,197,43873
34214,197,12738
34215,197,8925
34302,197,19438
34304,197,11265
34307,197,8917
34309,197,4770
34368,197,2529
34369,197,8345
34431,197,2883
34462,198,7046
34545,198,4125
35201,200,105268
35202,200,64700
35203,200,75063
35204,201,21360
35206,200,45866
35207,199,20780
35208,199,51556
35210,199,19141
35211,201,15343
35212,199,12573
35213,200,11660
35215,199,56308
35216,200,24244
35305,199,6034
35321,199,2407
35341,199,1099
35343,199,6080
35344,199,4724
35502,201,1482
36201,202,94325
36202,202,23351
36203,202,15073
36204,202,27864
36205,203,15944
36206,203,15261
36207,203,11360
36208,203,10342
36301,202,2369
36302,202,684
36321,202,1243
36341,202,10204
36342,202,2424
36368,202,3445
36383,204,1686
36387,204,2612
36388,204,3763
36401,202,6036
36402,202,8380
36403,202,13031
36404,202,5052
36405,202,4778
36468,203,3438
36489,203,5600
37201,205,159091
37202,205,42140
37203,205,20935
37204,205,12681
37205,205,26094
37206,205,20170
37207,205,13104
37208,205,27980
37322,206,5939
37324,206,6123
37341,205,11217
37364,193,1388
37386,205,7159
37387,205,9733
37403,205,3863
37404,205,9341
37406,205,7619
38201,207,185495
38202,208,60902
38203,209,32003
38204,210,15238
38205,208,44901
38206,208,43017
38207,210,17653
38210,207,14921
38213,208,35761
38214,210,15702
38215,207,12524
38356,198,2616
38386,207,3307
38401,207,11448
38402,207,8411
38422,210,7150
38442,210,4404
38484,209,1635
38488,209,4054
38506,209,8531
39201,211,122539
39202,212,4914
39203,212,8276
39204,211,19184
39205,211,11374
39206,213,9354
39208,214,8650
39209,214,5157
39210,214,14081
39211,211,13525
39212,211,10505
39301,204,877
39302,212,1249
39303,212,1153
39304,212,1234
39305,212,561
39306,212,395
39307,212,1720
39341,215,1588
39344,215,1570
39363,215,1732
39364,215,171
39386,211,9701
39387,211,1917
39401,213,2852
39402,211,5335
39403,211,2371
39405,213,1663
39410,211,2052
39411,213,2546
39412,213,7530
39424,214,1985
39427,214,595
39428,214,4575
40100,216,340831
40130,217,509610
40202,218,40769
40203,219,112450
40204,220,20025
40205,220,46922
40206,220,16555
40207,219,26161
40210,219,28064
40211,219,18621
40212,219,14383
40213,216,25656
40214,221,9642
40215,216,14487
40216,222,20565
40217,217,36317
40218,217,38846
40219,217,34553
40220,217,32293
40221,217,23862
40223,217,21870
40224,217,19115
40225,222,12752
40226,220,10614
40227,220,14060
40228,222,22785
40229,219,15681
40230,217,36643
40305,217,18278
40341,217,14503
40342,217,11593
40343,217,16365
40344,217,9926
40345,217,9314
40348,217,3109
40349,217,15416
40381,216,4975
40382,216,10016
40383,216,10747
40384,216,7022
40401,220,2933
40402,220,6128
40421,220,5156
40447,222,11541
40448,222,950
40503,222,6130
40522,219,5877
40544,219,7942
40601,220,3775
40602,220,3608
40604,220,3048
40605,220,5383
40608,220,1648
40609,220,1171
40610,220,7521
40621,216,12802
40625,216,7700
40642,221,2532
40646,221,2943
40647,216,6691
41201,223,92061
41202,224,51092
41203,219,25985
41204,223,8712
41205,225,24513
41206,223,20820
41207,223,13049
41208,223,18528
41209,223,12064
41210,223,13360
41327,219,6401
41341,219,6810
41345,219,3658
41346,219,9918
41387,224,3141
41401,225,8980
41423,223,2740
41424,223,3992
41425,223,11414
41441,223,4318
42201,226,162802
42202,225,94952
42203,226,18781
42204,226,54732
42205,226,34204
42207,225,13170
42208,225,10133
42209,227,13135
42210,228,11567
42211,229,14307
42212,226,13078
42213,226,19805
42214,226,20254
42307,226,16303
42308,226,11690
42321,226,3830
42322,225,5894
42323,225,6826
42383,230,1006
42391,225,5522
42411,231,7366
43201,232,270591
43202,232,50400
43203,233,14454
43204,218,19320
43205,234,10004
43206,218,27405
43208,218,22930
43210,232,21076
43211,232,14819
43212,235,10810
43213,232,24870
43214,236,12060
43215,235,33116
43216,232,21089
43348,232,4417
43364,218,2269
43367,218,4223
43368,218,6459
43369,218,4534
43403,232,12842
43404,232,14877
43423,237,2099
43424,237,3315
43425,236,715
43428,236,2761
43432,232,2957
43433,236,4695
43441,232,7110
43442,232,3460
43443,232,12618
43444,232,4627
43447,238,7610
43468,232,5212
43482,234,7303
43484,234,1879
43501,233,4875
43505,233,4498
43506,233,1771
43507,233,931
43510,233,2065
43511,233,477
43512,233,1587
43513,233,1561
43514,233,7118
43531,235,3188
44201,239,180592
44202,239,43889
44203,221,32070
44204,222,28799
44205,239,28323
44206,239,15651
44207,239,7297
44208,239,10336
44209,221,8987
44210,239,12075
44211,221,22216
44212,239,15187
44213,239,13430
44214,239,12471
44322,239,809
44341,239,11016
44461,240,4412
44462,240,6773
45201,241,154526
45202,242,66771
45203,243,48545
45204,244,22385
45205,242,19998
45206,243,24877
45207,244,8049
45208,241,13629
45209,242,8294
45341,242,10129
45361,242,4293
45382,241,8727
45383,241,3064
45401,241,8358
45402,241,7465
45403,245,530
45404,241,2129
45405,241,7133
45406,241,4492
45421,243,7021
45429,243,798
45430,246,1265
45431,243,2453
45441,238,5968
45442,238,1962
45443,238,1813
46201,247,219543
46203,248,39675
46204,249,9132
46206,250,8758
46208,250,21105
46210,249,17446
46213,251,7273
46214,248,6274
46215,247,36905
46216,247,18295
46217,242,15424
46218,247,46015
46219,247,11526
46220,249,13164
46221,248,13229
46222,252,16999
46223,249,14935
46224,247,11160
46225,247,26798
46303,253,169
46304,254,297
46392,247,9736
46404,250,4501
46452,247,3942
46468,248,5909
46482,248,2830
46490,248,3254
46491,248,2999
46492,248,6097
46501,251,3669
46502,251,2751
46505,255,5534
46523,252,530
46524,252,662
46525,252,3254
46527,252,2105
46529,256,3035
46530,257,4447
46531,257,2382
46532,257,2396
46533,258,3134
46534,258,2688
46535,259,2092
47201,260,99476
47205,260,28749
47207,261,18205
47208,260,37101
47209,262,19305
47210,260,19868
47211,260,38907
47212,260,19583
47213,260,34500
47214,263,20183
47215,260,13860
47301,262,2073
47302,262,1060
47303,262,800
47306,262,3501
47308,262,5413
47311,260,3750
47313,260,2102
47314,260,3818
47315,264,1918
47324,260,12164
47325,260,3988
47326,260,8199
47327,260,5165
47328,260,6186
47329,260,11353
47348,260,5607
47350,260,12273
47353,265,396
47354,266,403
47355,267,288
47356,268,188
47357,269,779
47358,270,414
47359,271,536
47360,272,611
47361,273,3482
47362,260,9676
47375,274,566
47381,261,1878
47382,275,826
