municipality,cz,size
1100,1,548335
1202,2,119517
1203,3,67787
1204,4,139066
1205,5,53581
1206,6,83289
1207,7,62222
1208,8,42413
1209,9,16017
1210,10,29111
1211,11,18380
1212,12,14509
1213,13,59869
1214,14,22027
1215,15,14472
1216,16,13084
1217,1,30534
1218,16,9726
1219,17,15079
1220,18,12491
1221,19,13032
1222,10,8680
1223,20,16919
1224,1,26323
1225,15,19470
1226,15,10073
1227,16,3558
1228,21,14336
1229,22,12145
1230,5,20181
1231,1,15804
1233,23,14330
1301,1,12171
1302,1,11924
1303,1,6218
1304,24,1817
1305,1,1262
1306,25,1474
1331,26,6014
1332,26,4055
1333,2,2434
1334,2,3311
1335,2,10705
1336,2,3516
1337,2,7861
1339,2,1898
1340,27,2496
1341,28,808
1342,29,3679
1343,30,1622
1344,30,2276
1345,30,6289
1346,31,7647
1347,32,4128
1361,33,5105
1362,33,3176
1363,33,2726
1364,33,2538
1365,34,2339
1366,34,1192
1367,35,1874
1368,36,1384
1369,36,3108
1370,36,3835
1391,37,1101
1392,37,2148
1393,32,1712
1394,38,3286
1395,38,1896
1396,39,1572
1397,40,958
1398,40,1697
1399,38,1838
1400,38,7527
1401,41,3603
1402,41,7910
1403,41,930
1404,41,714
1405,3,1751
1406,3,2359
1407,3,2194
1408,3,10022
1409,3,609
1421,10,2060
1422,10,4128
1423,1,2268
1424,15,3781
1425,15,4131
1427,42,3678
1428,42,5471
1429,42,7136
1430,43,2238
1431,44,1679
1432,15,4043
1433,21,2637
1434,21,1742
1436,15,1697
1437,21,1556
1438,21,2547
1439,45,1707
1452,4,3259
1453,4,2268
1454,4,4361
1455,4,2660
1456,46,2510
1457,46,4562
1458,4,3568
1459,4,6578
1460,22,5530
1461,22,3073
1462,47,1987
1463,47,579
1464,48,2945
1465,18,2601
1466,18,1464
1467,19,3173
1468,19,2940
1469,49,3628
1470,50,867
1471,51,1461
1481,12,3120
1482,12,2490
1483,52,2361
1484,52,5315
1485,52,980
1486,53,1986
1487,53,2634
1488,54,1784
1511,55,1418
1512,55,2723
1513,55,1757
1514,56,4172
1515,56,1465
1516,14,2915
1517,57,2261
1518,58,2346
1519,58,2115
1541,11,1702
1542,11,2747
1543,11,10769
1544,11,4567
1545,59,7742
1546,59,3019
1547,59,3572
1548,8,2384
1549,8,3647
1550,8,2910
1551,8,5796
1552,60,3919
1553,61,2723
1554,62,1606
1555,62,7992
1556,62,1642
1557,63,914
1558,62,3459
1559,62,2992
1560,64,2714
1561,17,2709
1562,17,715
1563,65,3627
1571,23,2330
1572,23,4998
1573,66,1101
1574,23,588
1575,23,1821
1578,5,9081
1579,13,2466
1580,9,1961
1581,13,2820
1582,13,3877
1583,67,2134
1601,68,1488
1602,69,3591
1603,69,6082
1604,70,3075
1605,70,9797
1606,70,2934
1607,71,7607
1608,71,3140
1609,72,2823
1631,7,13329
1632,73,3179
1633,73,3337
1634,74,2931
1635,75,3998
1636,75,5837
1637,7,7405
1638,76,1783
1639,77,1805
1640,78,952
1641,78,3528
1642,78,4528
1643,7,8636
1644,7,4964
1645,79,2242
1646,80,5733
1647,80,5280
1648,80,2116
1649,79,4051
1661,6,5289
1662,81,6330
1663,82,3820
1664,83,5159
1665,83,5380
1666,6,3736
1667,6,1026
1668,6,5877
1669,6,1840
1691,84,7848
1692,85,8707
1693,85,2927
1694,86,3649
2201,87,113333
2202,88,68800
2203,89,92386
2204,88,16775
2205,90,19115
2206,91,24583
2207,91,16196
2208,92,17366
2301,87,6668
2302,87,1884
2303,93,2655
2304,87,1687
2305,87,1560
2306,93,2434
2321,94,6600
2322,90,9325
2323,94,4015
2324,90,2047
2325,94,1474
2326,90,1822
2327,90,2084
2328,95,2124
2341,88,5873
2342,88,1898
2343,88,1225
2361,88,4599
2362,88,6703
2363,88,4185
2364,87,8731
2365,88,9878
2366,87,2778
2367,88,4253
2368,88,1735
2381,96,7913
2382,97,5061
2383,97,5064
2384,90,6520
2385,98,1470
2386,98,1789
2401,99,6538
2402,91,4887
2403,89,3577
2404,91,4116
2405,91,4558
2406,92,2265
2407,91,4039
2408,99,4926
2409,91,3872
2410,91,3461
2411,99,3519
2421,100,2691
2422,92,4634
2423,101,2660
2424,92,3501
2425,101,1444
2426,101,1507
2427,100,1407
2441,102,6201
2442,103,8473
2443,102,3808
2444,89,4804
2445,102,2880
2446,89,3633
2447,89,2564
2448,89,2890
2449,103,1718
2450,103,2015
3201,104,94263
3202,105,24416
3203,106,16946
3204,107,23505
3205,108,30341
3206,109,24513
3207,110,14402
3208,111,13432
3209,112,25623
3210,106,11513
3211,113,25041
3212,107,16782
3213,114,13037
3301,104,8542
3302,115,5080
3303,104,8635
3304,104,8562
3305,104,10425
3306,104,3388
3307,104,6274
3321,104,13604
3322,104,8063
3323,104,13005
3341,108,3788
3342,108,7633
3361,108,5829
3362,109,6760
3363,109,2329
3364,109,3478
3365,109,2159
3381,107,7158
3382,107,7558
3383,107,8515
3384,112,2609
3401,112,8091
3402,112,3981
3421,112,9123
3422,112,5253
3423,112,6873
3424,112,4146
3425,116,3389
3426,112,2588
3441,106,4229
3442,106,3732
3461,113,7478
3462,111,2936
3481,105,2211
3482,113,8604
3483,117,6775
3484,117,2067
3485,110,1657
3486,105,2023
3487,105,2217
3501,114,5459
3502,89,6102
3503,110,1839
3504,118,2029
3505,110,2538
3506,114,3747
3521,119,3177
3523,119,3704
3524,114,8509
4201,120,259452
4202,121,46092
4203,120,25282
4204,122,23469
4205,116,27305
4206,123,17315
