municipality,cz,size
3501,66,5198
3503,63,1828
3506,66,3446
3507,55,8186
3524,66,7248
4100,68,409858
4202,69,70573
4203,68,25779
4205,70,34709
4206,71,17498
4207,68,28057
4208,71,15302
4209,68,25954
4211,68,17637
4212,72,39533
4213,72,35753
4214,69,17206
4215,72,60964
4301,71,5923
4302,71,791
4321,71,9887
4322,71,5685
4323,71,17060
4324,71,4664
4341,71,7645
4361,68,14980
4362,68,7928
4401,68,7218
4404,68,8837
4406,68,12115
4421,68,10135
4422,68,4102
4423,68,15040
4424,68,2665
4444,72,3688
4445,72,12694
4501,72,8419
4505,72,11694
4581,69,5287
4606,70,8074
5201,73,139096
5202,74,27056
5203,75,47654
5204,76,35667
5206,73,15179
5207,75,24932
5209,76,16985
5210,77,41613
5211,73,15213
5212,75,42588
5213,76,17589
5214,77,14012
5215,75,14551
5303,76,2760
5327,76,1274
5346,74,1874
5348,74,9592
5349,74,4240
5361,73,5197
5363,73,3154
5366,73,2501
5368,73,1661
5434,75,10699
5463,75,8289
5464,75,1439
6201,78,111855
6202,79,42473
6203,80,65464
6204,80,56122
6205,81,18545
6206,78,19960
6207,78,16871
6208,78,14522
6209,79,15100
6210,78,30300
6211,78,20590
6212,78,10199
6213,79,16595
6301,78,6897
6302,78,5797
6321,78,9737
6322,78,3342
6323,78,4355
6324,78,4743
6341,78,4339
6361,81,3234
6362,81,4944
6363,81,2906
6364,81,4460
6365,81,2023
6366,81,2636
6367,81,2715
6381,79,12913
6382,79,8813
6401,82,4550
6402,79,7761
6403,79,4170
6426,80,3594
6428,80,11358
6461,80,8122
7201,83,125464
7202,84,58077
7203,85,143919
7204,86,146237
7205,87,29816
7207,87,36429
7208,84,25608
7209,88,17183
7210,85,29687
7211,85,20599
7212,86,32826
7213,83,32568
7214,85,13981
7301,83,6029
7303,83,5148
7308,83,7779
7322,85,3925
7342,87,5776
7344,87,3005
7362,89,3412
7364,90,388
7367,89,2430
7368,89,9384
7402,84,1614
7405,84,3949
7407,84,1794
7408,84,7927
7421,84,8721
7422,84,1714
7423,84,2074
7444,84,1030
7445,91,1087
7446,91,713
7447,84,11656
7461,87,8310
7464,87,2944
7465,87,2361
7466,87,7780
7481,92,7507
7482,92,2998
7483,92,5004
7484,92,2006
7501,87,8966
7502,87,3713
7503,85,3761
7504,92,3425
7505,87,3073
7521,85,9027
7522,85,5678
7541,86,2450
7542,86,3543
7543,86,7099
7544,85,1337
7545,86,4467
7546,86,3180
7547,86,9687
7548,86,721
7561,88,3946
7564,83,3116
8201,93,108747
8202,93,83297
8203,94,61226
8204,95,64231
8205,96,35019
8207,95,23058
8208,94,29948
8210,95,21161
8211,94,30228
8212,93,26027
8214,93,14007
8215,93,20837
8216,96,35428
8217,94,48787
8219,94,30822
8220,94,76495
8221,93,64573
8222,97,26154
8223,97,13702
8224,94,20416
8225,93,21876
8226,93,23980
8227,95,51564
8228,94,27208
8229,94,21504
8230,94,20514
8231,95,21429
8232,97,39713
8233,97,18970
8234,97,23250
8235,94,17811
8236,96,23552
8302,93,15454
8309,93,8783
8310,93,10073
8341,93,15119
8364,93,10446
8442,94,8393
8443,94,19825
8447,94,4796
8521,95,11066
8542,98,4343
8546,95,12749
8564,94,7910
9201,99,212001
9202,100,68697
9203,99,73633
9204,100,52950
9205,99,46632
9206,101,43653
9208,95,67018
9209,99,38482
9210,101,34709
9211,101,16337
9213,101,51363
9214,101,17643
9215,101,14707
9216,99,24876
9301,99,13151
9342,99,11351
9343,99,7659
9344,99,5642
9345,99,8003
9361,99,17680
9364,95,11051
9384,101,6274
9386,99,13615
9407,101,11852
9411,101,9445
10201,102,145377
10202,102,150766
10203,100,56285
10204,100,85921
10205,100,92972
10206,103,23736
10207,100,34159
10208,102,37407
10209,102,30116
10210,102,23513
10211,102,26793
10212,100,22287
10344,102,5539
10345,102,6974
10366,104,688
10367,104,1272
10382,102,4677
10383,102,1176
10384,102,6354
10421,105,8709
10424,105,3186
10425,105,5241
10426,105,3919
10428,105,1638
10429,105,7495
10443,103,2481
10444,103,1603
10448,103,3543
10449,103,10742
10464,102,15742
10521,100,7140
10522,100,5130
10523,100,5140
10524,100,19769
10525,100,12093
11100,106,477474
11201,107,139415
11202,108,85410
11203,106,229977
11206,109,37559
11207,108,28826
11208,110,134320
11209,110,34377
11210,109,49362
11211,108,34484
11212,107,37534
11214,98,101882
11215,110,67468
11216,109,23918
11217,109,49504
11218,108,63366
11219,109,90852
11221,106,100791
11222,111,132515
11223,106,31305
11224,106,49403
11225,110,60228
11227,112,53253
11228,112,27978
11229,112,31340
11230,112,66087
11231,109,30793
11232,98,63596
11233,109,28957
11234,106,33830
11235,112,45833
11237,111,58351
11238,98,26910
11239,107,41282
11240,98,23679
11241,107,28607
11242,110,22660
11243,111,25014
11245,112,43162
11246,98,19414
11301,109,14184
11324,112,15559
11326,107,15736
11327,107,5603
11341,107,5479
11342,107,8350
11343,107,14995
11346,107,10224
11347,107,9493
11348,107,6757
11349,107,5880
11361,108,3734
11362,108,4920
11363,108,3557
11365,108,6189
11369,107,1604
11381,108,5073
11383,108,6409
11385,108,13161
11408,108,15355
11442,98,13958
11464,98,19631
11465,111,12046
12100,113,363675
12202,97,34263
12203,106,205413
12204,106,237202
12205,114,20924
12206,115,51414
12207,106,200424
12208,106,62883
12210,116,39846
12211,113,52680
12212,113,69660
12213,113,23886
12215,113,32125
12216,106,65058
12217,106,155028
12218,116,8650
12219,115,115679
12220,106,60845
12221,106,71078
12222,106,53231
12223,114,16695
12224,106,43538
12225,115,39486
12226,115,22553
12227,106,60149
12228,113,34063
12229,115,24591
12230,113,30421
12231,117,30447
12232,106,21005
12233,113,22686
12234,114,20394
12235,113,18588
12236,113,39226
12237,113,25512
12238,116,17197
12239,113,18113
12322,113,8467
12329,117,10106
12342,113,2810
12347,113,7910
12349,97,7420
12403,113,8166
12409,113,3978
12410,113,11388
12421,116,4828
12422,116,3421
12423,116,5596
12424,116,5481
12426,116,3410
12427,116,4453
12441,116,4777
12443,116,2930
12463,114,4377
13101,106,17035
13102,106,35082
13103,106,69472
13104,106,122072
13105,106,78153
13106,106,70209
13107,106,102654
13108,106,176975
13109,106,152953
13110,106,110226
13111,106,300080
13112,106,348120
13113,106,88337
13114,106,152592
13115,106,230009
13116,106,107860
13117,106,144095
13118,106,80748
13119,106,221747
13120,106,274423
13121,106,267210
13122,106,187735
13123,106,275366
13201,118,210095
13202,119,68852
13203,118,56896
13204,118,69285
13205,119,58375
13206,118,96137
13207,119,44682
13208,118,83502
13209,120,149874
13210,118,45646
13211,121,70694
13212,118,69576
13213,121,56757
13214,118,45668
13215,118,28573
13218,119,26204
13219,118,31934
13220,121,31699
13221,121,26730
13222,121,46091
13223,119,27190
13224,118,59774
13225,118,29075
13227,119,24612
13228,119,31883
13229,121,73168
13303,119,14110
13305,119,6463
13307,119,1165
13308,119,2791
13361,122,3718
13362,123,171
13363,124,1296
13364,125,854
13382,126,160
13401,127,4032
13402,128,114
13421,129,1344
14100,106,1435849
14130,106,557101
14150,120,286403
14201,130,166103
14203,131,104927
14204,120,65932
14205,120,155357
14206,131,85046
14207,120,88912
14208,130,21732
14210,130,21620
14211,131,67600
14212,120,92292
14213,120,90965
14214,120,42500
14215,120,50427
14216,120,53561
14217,131,18865
14218,120,34602
14301,130,11637
14321,120,20317
14341,131,12797
14342,131,12377
14361,131,4728
14362,131,7398
14363,131,5618
14364,131,5663
14366,131,5844
14382,131,8716
14383,131,3711
14384,131,11610
14401,120,19031
14402,120,1503
15100,132,351226
15202,133,130877
15204,132,49764
15205,133,41507
15206,132,46464
15208,133,19357
15209,132,14811
15210,134,29741
15211,133,19570
15212,82,31539
15213,132,40267
15216,135,23402
15217,135,17634
15218,132,26184
15222,135,93095
15223,132,21535
15224,136,33105
15225,137,20321
15226,137,28303
15227,82,14762
15307,132,6055
15342,132,4038
15361,132,6114
15385,132,6202
15405,133,2426
15461,137,4155
15482,134,5470
15504,133,2282
15581,82,3301
15586,138,320
16201,139,188978
16202,140,85010
16204,139,22573
16205,140,25761
16206,139,15718
16207,139,21289
16208,140,22954
16209,140,16321
16210,140,28772
16211,140,42433
16321,139,1005
16322,139,10980
16323,139,13301
16342,139,13459
16343,139,7146
17201,141,199314
17202,142,29922
17203,141,50778
17204,143,14899
17205,143,8357
17206,141,36433
17207,142,11537
17209,141,16343
17210,141,49603
17211,141,20987
17212,141,19312
17324,141,2199
17361,141,15333
17365,141,12103
17384,142,11548
17386,142,7110
17407,142,8926
17461,143,4780
17463,143,9913
18201,144,122676
18202,145,30128
18204,145,14556
18205,144,18564
18206,144,12962
18207,144,30950
18208,144,15383
18209,144,41602
18210,144,42929
18322,144,9396
18382,144,1650
18404,144,5748
18423,144,11448
18442,145,5053
18481,145,5203
18483,145,4522
18501,145,7600
19201,146,84380
19202,147,23876
19204,147,13761
19205,146,17852
19206,147,12748
19207,146,14636
19208,146,31966
19209,146,21549
19210,146,32120
19211,146,32280
19212,148,11451
19213,146,16335
19214,146,14783
19346,146,8408
19364,149,680
19365,149,7040
19366,149,4359
19368,146,7601
19384,146,7552
19422,147,859
19423,147,2091
19424,147,3673
19425,147,2339
19429,147,1283
19430,147,10890
19442,148,429
19443,150,310
20201,151,175423
20202,152,109813
20203,153,73262
20204,154,26055
20205,155,51657
20206,154,25572
20207,151,25061
20208,156,20474
20209,157,33174
20210,157,16104
20211,151,23439
20212,152,15442
20213,151,12485
20214,154,26337
20215,152,32113
20217,156,44406
20218,153,28774
20219,153,14077
20220,152,43439
20303,156,2649
20304,158,2606
20305,158,1809
20306,156,636
20307,156,410
20309,156,5963
20321,156,7433
20323,156,6669
20324,153,4103
20349,153,2248
20350,153,3403
20361,154,11000
20362,154,7232
20363,154,3659
20382,157,10489
20383,157,12830
20384,157,5385
20385,157,6398
20386,155,2657
20388,157,3961
20402,155,6946
20403,155,6154
20404,155,2496
20407,155,3408
20409,159,259
20410,159,586
20411,155,1904
20412,155,327
20413,155,885
20414,155,904
20415,155,3346
20416,155,3423
20417,155,675
20422,160,2566
20423,160,2368
20425,160,1527
20429,160,501
20430,160,1974
20432,160,6677
20446,152,1474
20448,152,1070
20450,152,3840
20451,152,2306
20452,152,2853
20481,152,4900
20482,152,4470
20485,161,4246
20486,161,1948
20521,153,8022
20541,151,5641
20543,151,3864
20561,151,7567
20562,151,2537
20563,151,1895
20583,151,4776
20588,151,1574
20590,151,6427
20602,134,1244
21201,162,176064
21202,162,69553
21203,163,45604
21204,164,50044
21205,165,39737
21206,160,36692
21207,165,10645
21208,164,17902
21209,162,28252
21210,160,24947
21211,165,22212
21212,164,28853
21213,162,60592
21214,165,40888
21215,162,13190
21216,162,19953
21217,163,13560
21218,162,14764
21219,166,20224
21220,167,17516
21221,162,17857
21302,162,10293
21303,162,9592
21341,162,14241
21361,162,12616
21362,162,4020
21381,162,9331
21382,162,3928
21383,162,6890
21401,162,11654
21403,162,10063
21404,162,10230
21421,162,7485
21501,165,4174
21502,165,2516
21503,165,4659
21504,165,2029
21505,165,5474
21506,167,4359
21507,167,1302
21521,165,8227
21604,163,976
22100,168,324670
22130,169,356759
22203,170,95008
22205,131,18748
22206,170,47995
22207,149,58448
22208,171,29793
22209,168,48157
22210,149,112956
22211,169,79485
22212,168,65885
22213,169,55169
22214,168,64527
22215,170,37485
22216,169,37361
22219,171,11575
22220,170,24657
22221,172,30044
22222,170,16877
22223,169,17857
22224,169,23152
22225,170,23176
22226,168,25510
22301,171,6960
22302,171,3735
22304,171,4153
22305,171,3393
22306,171,4630
22325,170,16853
22341,170,13925
22342,170,16613
22344,170,9055
22424,168,13245
22429,168,4294
22461,169,9536
23100,173,924408
23201,172,162117
23202,174,151353
23203,173,155661
23204,173,55704
23205,175,45595
23206,173,123309
23207,172,80400
23208,173,27187
23209,174,31345
23210,174,60396
23211,174,177992
23212,174,72256
23213,174,72753
23214,174,37766
23215,173,31257
23216,175,20847
23217,173,41428
23219,173,63822
23220,173,60065
23221,172,23845
23222,175,44466
23223,175,34257
23224,175,34528
23225,174,28292
23226,173,31671
23227,174,16870
23228,173,21053
23229,174,28306
23230,173,28060
23231,172,33964
23232,173,28635
23233,173,26718
23234,173,34671
23235,173,18817
23236,174,19777
23237,173,36153
23238,173,16806
23302,174,15825
23342,173,6165
23361,173,9201
23362,173,13617
23424,173,12081
23425,173,15670
23427,173,2160
23441,175,9874
23442,175,19016
23445,175,9700
23446,175,9815
23447,175,17477
23501,174,15398
23561,172,2915
23562,172,1773
23563,172,682
24201,176,119437
24202,176,129365
24203,177,57291
24204,177,70122
24205,176,56639
24207,176,80655
24208,178,33173
24209,179,9356
24210,176,20443
24211,177,10739
24212,180,7907
24214,176,20151
24215,177,25770
24216,178,43858
24303,173,3418
24324,176,11247
24341,176,15821
24343,176,2840
24344,176,5173
24441,177,7414
24442,177,9697
24443,177,4530
24461,177,6301
24470,177,3887
24471,177,4548
24472,177,6860
24543,179,8211
24561,180,3975
24562,181,4690
25201,182,122290
25202,182,43897
25203,182,52271
25204,182,33964
25206,182,46452
25207,182,28408
25208,182,24054
25209,182,40364
25210,182,21149
25211,182,24188
25212,183,22663
25213,182,49692
25214,182,16634
25383,182,10012
25384,182,6266
25425,182,8486
25441,182,2889
25442,182,3203
25443,182,3491
26100,184,570989
26201,185,35401
26202,145,37756
26203,185,16828
26204,184,75583
26205,186,9722
26206,184,37071
26207,184,34612
26208,184,22300
26209,184,32437
26210,187,28198
26211,184,22121
26212,186,29224
26213,184,14029
26214,188,23259
26303,184,6622
26322,184,7687
26343,184,3404
26344,184,3958
26364,188,778
26365,188,2256
26366,188,10067
26367,188,1625
26407,184,7242
26463,186,1236
26465,186,11560
27100,187,1038985
27140,189,323562
27202,189,75726
27203,187,158229
27204,187,40637
27205,187,139418
27206,189,30102
27207,187,140758
27208,189,33319
27209,187,60937
27210,187,157404
27211,187,107653
27212,190,109028
27213,189,38050
27214,190,45989
27215,187,103696
27216,190,44784
27217,190,51185
27218,187,51783
27219,189,65131
27220,187,47457
27221,190,31182
27222,190,45799
27223,187,57582
27224,187,37141
27225,189,23784
27226,190,26070
27227,187,211409
27228,189,23455
27229,187,22731
27230,187,29477
27231,189,21747
27232,189,21760
27301,187,11584
27321,187,9341
27322,187,5352
27341,189,6651
27361,189,16673
27362,189,2647
27366,189,7081
27381,190,5257
27382,190,6095
27383,190,2747
28100,191,561710
28201,192,208092
28202,187,191662
28203,191,112962
28204,187,174522
28205,193,22067
28206,187,33088
28207,187,78127
28208,192,13109
28209,194,39884
28210,191,103363
28212,192,19794
28213,191,19109
28214,187,82013
28215,191,34449
28216,191,37557
28217,187,58377
28218,191,20634
28219,195,40542
28220,191,21449
28221,195,19158
28222,194,12195
28223,195,30399
28224,193,25491
28225,194,14863
28226,193,20782
28227,192,17963
28228,191,17233
28229,192,32358
28301,187,10236
28365,191,10521
28381,191,13199
28382,191,13263
28442,192,5754
28443,192,7686
28446,192,5185
28464,192,13306
28481,192,7157
28501,192,8718
28585,194,9732
28586,194,7781
29201,196,140412
29202,197,27845
29203,196,36982
29204,196,28783
29205,197,47659
29206,178,23959
29207,197,15220
29208,197,12356
29209,187,43221
29210,196,23763
29211,197,13419
29212,178,15085
29322,178,2155
29342,187,7712
29343,196,8521
29344,196,11106
29345,196,3252
29361,196,3641
29362,196,3100
29363,196,12725
29385,178,920
29386,178,913
29401,197,2863
29402,197,2534
29424,196,8717
29425,196,9230
29426,196,11928
29427,196,7318
29441,197,4238
29442,197,7556
29443,197,3153
29444,197,391
29446,198,696
29447,199,317
29449,200,1520
29450,180,443
29451,201,339
29452,197,961
29453,178,956
30201,202,147751
30202,202,23585
30203,203,26699
30204,202,13023
30205,204,10429
30206,205,33850
30207,181,12403
30208,202,28362
30209,202,18508
30304,202,4860
30341,203,8802
30343,203,2431
30344,203,1956
30361,202,5850
30362,202,3280
30366,202,11834
30381,204,3171
30382,204,2807
30383,204,2798
30390,204,4058
30391,205,6523
30392,204,4576
30401,205,9953
30404,205,5933
30406,205,1929
30421,181,7266
30422,181,1270
30424,181,1128
30427,180,182
30428,181,7046
31201,206,89602
31202,207,65532
31203,208,24654
31204,207,15856
31302,206,6050
31325,206,2140
31328,206,4059
31329,206,9543
31364,208,3723
31370,208,8287
31371,208,9919
31372,208,8532
31384,207,1404
31386,207,9658
31389,207,5629
31390,207,5941
31401,207,2904
31402,207,2023
31403,207,1827
32201,209,91997
32202,210,29352
32203,209,78280
32204,211,24187
32205,210,17470
32206,209,20923
32207,210,11632
32209,209,20952
32343,209,7279
32386,209,2784
32441,210,2100
32448,210,2583
32449,210,5901
32501,211,4502
32505,211,3341
32525,212,1008
32526,212,1508
32527,213,254
32528,214,7500
33100,215,275660
33202,215,191998
33203,216,46792
33204,215,27629
33205,215,22712
33207,215,19585
33208,215,27844
33209,217,16371
33210,217,15801
33211,215,16797
33212,215,16026
33213,215,18113
33214,218,24049
33215,216,14205
33216,215,15289
33346,215,6721
33423,215,4870
33445,215,4405
33461,215,6911
33586,218,423
33606,216,6207
33622,216,5028
33623,216,2807
33643,216,733
33663,216,2559
33666,216,7227
33681,217,5850
34100,219,480653
34202,219,98568
34203,220,12846
34204,220,43042
34205,221,61210
34207,221,192303
34208,221,20540
34209,222,27240
34210,222,19471
34211,223,12722
34212,220,69418
34213,219,46167
34214,219,15041
34215,219,11502
34302,219,21072
34304,219,12929
34307,219,10795
34309,219,4597
34368,219,3475
34369,219,9577
34431,220,3701
34462,222,8645
34545,221,5474
35201,224,121035
35202,224,73562
35203,224,81510
35204,225,26248
35206,224,49375
35207,226,22093
35208,223,60852
35210,226,21953
35211,225,18883
35212,226,14774
35213,224,13836
35215,226,65098
35216,224,27618
35305,226,8003
35321,223,2634
35341,226,1559
35343,226,6669
35344,226,5647
35502,225,1965
36201,227,106467
36202,227,27353
36203,227,17040
36204,227,32084
36205,228,18578
36206,228,18103
36207,228,14092
36208,228,13739
36301,227,2893
36302,227,926
36321,227,1545
36341,227,11013
36342,227,3176
36368,227,4946
36383,229,2196
36387,227,3277
36388,229,4763
36401,227,6126
36402,227,8438
36403,227,13141
36404,227,5662
36405,227,5418
36468,228,4573
36489,228,6493
37201,230,176033
37202,230,46018
37203,230,24921
37204,230,14289
37205,230,29783
37206,230,23762
37207,230,16248
37208,230,32082
37322,231,7202
37324,231,7145
37341,230,12018
37364,215,1394
37386,230,6857
37387,230,11299
37403,230,4844
37404,230,9973
37406,230,9016
38201,232,200082
38202,233,70498
38203,234,38863
38204,235,18431
38205,233,48954
38206,233,45721
38207,235,21682
38210,232,16642
38213,233,40102
38214,235,18705
38215,232,13237
38356,221,2857
38386,232,4567
38401,232,12065
38402,232,9251
38422,235,8677
38442,235,5047
38484,234,1930
38488,234,5216
38506,234,11208
39201,236,146378
39202,237,6654
39203,237,9554
39204,236,21026
39205,236,13362
39206,238,11503
39208,239,10519
39209,239,6488
39210,239,16725
39211,236,14739
39212,236,12586
39301,229,1129
39302,237,1470
39303,237,1398
39304,237,1588
39305,237,660
39306,237,476
39307,237,2000
39341,240,1905
39344,240,2438
39363,240,2082
39364,240,240
39386,236,12189
39387,236,2902
39401,238,3537
39402,236,6240
39403,236,3041
39405,238,2064
39410,236,2510
39411,238,2852
39412,238,9091
39424,239,2604
39427,239,679
39428,239,5826
40100,241,383485
40130,242,549583
40202,243,48268
40203,244,121533
40204,241,22360
40205,241,51329
40206,245,19324
40207,244,30538
40210,244,32387
40211,244,19507
40212,244,17695
40213,241,26819
40214,246,10886
40215,241,17269
40216,247,20674
40217,242,35566
40218,242,41886
40219,242,36390
40220,242,33296
40221,242,24978
40223,242,22318
40224,242,21075
40225,247,14390
40226,241,11759
40227,241,17348
40228,247,26576
40229,244,18879
40230,242,38311
40305,242,18435
40341,242,14824
40342,242,11890
40343,242,15986
40344,242,10507
40345,242,8769
40348,242,3069
40349,242,15031
40381,241,5722
40382,241,11549
40383,241,10862
40384,241,7641
40401,241,3481
40402,241,7349
40421,241,5612
40447,247,11909
40448,247,1191
40503,247,6406
40522,244,6145
40544,244,8132
40601,245,4490
40602,245,4458
40604,245,3467
40605,245,6502
40608,245,1892
40609,245,1302
40610,245,8684
40621,241,13142
40625,241,8705
40642,246,2822
40646,246,3185
40647,241,7831
41201,248,99207
41202,249,56637
41203,244,25173
41204,248,10017
41205,250,26143
41206,248,22779
41207,248,14696
41208,248,19073
41209,248,13398
41210,244,14529
41327,244,6434
41341,244,7460
41345,244,3658
41346,244,11651
41387,249,3301
41401,250,9806
41423,248,3230
41424,248,3961
41425,248,12607
41441,248,4829
42201,251,180804
42202,250,106677
42203,252,20853
42204,251,58211
42205,250,34015
42207,250,16124
42208,250,11758
42209,253,16883
42210,254,13828
42211,255,17199
42212,251,14686
42213,251,22153
42214,252,22593
42307,251,15945
42308,251,11293
42321,250,4218
42322,250,6574
42323,250,7021
42383,256,1299
42391,250,5504
42411,257,9242
43100,258,290173
43202,258,58434
43203,259,16448
43204,243,20375
43205,260,12005
43206,243,30130
43208,243,25410
43210,258,22579
43211,258,15288
43212,261,13093
43213,258,27045
43214,262,13255
43215,261,39556
43216,258,19874
43348,258,5195
43364,243,2640
43367,243,4785
43368,243,7028
43369,243,5174
43403,258,11935
43404,258,11725
43423,263,2161
43424,263,3944
43425,262,897
43428,262,3080
43432,258,2536
43433,262,4887
43441,258,7532
43442,258,3231
43443,258,13006
43444,258,5002
43447,264,8896
43468,258,5872
43482,260,8870
43484,260,2195
43501,259,5322
43505,259,5355
43506,259,2113
43507,259,1186
43510,259,2371
43511,259,669
43512,259,1810
43513,259,2036
43514,259,7781
43531,261,3833
44201,265,185435
44202,265,49702
44203,246,33562
44204,247,33720
44205,266,32096
44206,266,18050
44207,266,8610
44208,267,12410
44209,246,10360
44210,265,13786
44211,246,24486
44212,267,18388
44213,265,14470
44214,265,14779
44322,265,1082
44341,265,10661
44461,268,4965
44462,268,8035
45201,269,165868
45202,270,70307
45203,271,55174
45204,272,25702
45205,270,22575
45206,271,26899
45207,272,9106
45208,269,15425
45209,270,9707
45341,270,9748
45361,270,4851
45382,269,10075
45383,269,3235
45401,269,9208
45402,269,8093
45403,273,667
45404,269,2345
45405,269,7715
45406,269,5443
45421,271,7815
45429,271,994
45430,273,1566
45431,271,3043
45441,264,6538
45442,264,2280
45443,264,2062
46201,274,235718
46203,275,41144
46204,276,9964
46206,277,10187
46208,277,24337
46210,276,19068
46213,278,7873
46214,275,7352
46215,274,41297
46216,274,19946
46217,270,18126
46218,274,48342
46219,274,12725
46220,276,15072
46221,275,14917
46222,279,18742
46223,276,16991
46224,274,13043
46225,274,27258
46303,280,222
46304,281,288
46392,274,11474
46404,277,5319
46452,274,4847
46468,275,6556
46482,275,3073
46490,275,4027
46491,275,3972
46492,275,7180
46501,278,4055
46502,278,3419
46505,282,5558
46523,279,705
46524,279,710
46525,283,4041
46527,279,1829
46529,284,3134
46530,285,4615
46531,285,2367
46532,285,2478
46533,286,3177
46534,286,2768
46535,287,2306
47201,288,108887
47205,288,31331
47207,289,17360
47208,288,39202
47209,290,21180
47210,288,19398
47211,288,41487
47212,288,19301
47213,288,38056
47214,291,21350
47215,288,14500
47301,290,2199
47302,290,1074
47303,290,815
47306,290,3381
47308,290,5386
47311,288,3671
47313,288,1885
47314,288,3303
47315,292,2107
47324,288,13012
47325,288,4610
47326,288,9066
47327,288,5520
47328,288,5424
47329,288,11830
47348,288,5717
47350,288,12072
47353,293,334
47354,294,445
47355,295,327
47356,296,223
47357,297,802
47358,298,393
47359,299,649
47360,300,618
47361,301,3419
47362,288,9190
47375,302,607
47381,289,1693
47382,303,832
