living_mun,commute_mun,year,pop,tot_pop_living_mun
1101,1101,2000,53334,73453
1101,1102,2000,3479,73453
1101,1103,2000,2491,73453
1101,1104,2000,2671,73453
1101,1105,2000,2291,73453
1101,1106,2000,1363,73453
1101,1107,2000,3201,73453
1101,1108,2000,1047,73453
1101,1109,2000,691,73453
1101,1110,2000,400,73453
1101,1202,2000,17,73453
1101,1203,2000,450,73453
1101,1204,2000,65,73453
1101,1205,2000,24,73453
1101,1206,2000,23,73453
1101,1207,2000,20,73453
1101,1208,2000,17,73453
1101,1209,2000,12,73453
1101,1210,2000,114,73453
1101,1212,2000,6,73453
1101,1213,2000,106,73453
1101,1214,2000,12,73453
1101,1215,2000,19,73453
1101,1216,2000,1,73453
1101,1217,2000,296,73453
1101,1218,2000,3,73453
1101,1219,2000,5,73453
1101,1220,2000,1,73453
1101,1221,2000,1,73453
1101,1222,2000,7,73453
1101,1223,2000,2,73453
1101,1224,2000,171,73453
1101,1225,2000,21,73453
1101,1226,2000,7,73453
1101,1228,2000,2,73453
1101,1229,2000,6,73453
1101,1230,2000,8,73453
1101,1231,2000,121,73453
1101,1233,2000,7,73453
1101,1234,2000,231,73453
1101,1235,2000,274,73453
1101,1236,2000,1,73453
1101,1303,2000,71,73453
1101,1304,2000,2,73453
1101,1334,2000,1,73453
1101,1346,2000,4,73453
1101,1347,2000,2,73453
1101,1361,2000,1,73453
1101,1392,2000,1,73453
1101,1394,2000,1,73453
1101,1395,2000,1,73453
1101,1397,2000,3,73453
1101,1398,2000,4,73453
1101,1399,2000,5,73453
1101,1400,2000,7,73453
1101,1401,2000,2,73453
1101,1402,2000,8,73453
1101,1403,2000,2,73453
1101,1404,2000,2,73453
1101,1405,2000,2,73453
1101,1406,2000,1,73453
1101,1407,2000,4,73453
1101,1408,2000,10,73453
1101,1409,2000,4,73453
1101,1423,2000,11,73453
1101,1424,2000,5,73453
1101,1425,2000,2,73453
1101,1427,2000,1,73453
1101,1428,2000,10,73453
1101,1429,2000,8,73453
1101,1430,2000,3,73453
1101,1431,2000,2,73453
1101,1432,2000,6,73453
1101,1433,2000,2,73453
1101,1436,2000,1,73453
1101,1453,2000,1,73453
1101,1457,2000,3,73453
1101,1458,2000,1,73453
1101,1460,2000,3,73453
1101,1463,2000,3,73453
1101,1464,2000,1,73453
1101,1471,2000,1,73453
1101,1481,2000,3,73453
1101,1484,2000,1,73453
1101,1486,2000,1,73453
1101,1512,2000,1,73453
1101,1520,2000,1,73453
1101,1543,2000,3,73453
1101,1545,2000,3,73453
1101,1571,2000,1,73453
1101,1575,2000,1,73453
1101,1578,2000,9,73453
1101,1581,2000,2,73453
1101,1584,2000,6,73453
1101,1585,2000,4,73453
1101,1586,2000,7,73453
1101,1601,2000,11,73453
1101,1602,2000,4,73453
1101,1604,2000,1,73453
1101,1607,2000,3,73453
1101,1609,2000,2,73453
1101,1610,2000,3,73453
1101,1631,2000,2,73453
1101,1632,2000,2,73453
1101,1633,2000,1,73453
1101,1636,2000,2,73453
1101,1637,2000,1,73453
1101,1661,2000,1,73453
1101,1662,2000,1,73453
1101,1668,2000,1,73453
1101,1691,2000,3,73453
1101,1692,2000,2,73453
1101,2201,2000,5,73453
1101,2203,2000,1,73453
1101,2206,2000,1,73453
1101,3201,2000,2,73453
1101,3215,2000,1,73453
1101,4101,2000,2,73453
1101,4102,2000,2,73453
1101,4203,2000,1,73453
1101,4207,2000,1,73453
1101,7210,2000,1,73453
1101,8221,2000,1,73453
1101,8222,2000,1,73453
1101,9201,2000,1,73453
1101,11100,2000,1,73453
1101,11203,2000,1,73453
1101,12101,2000,1,73453
1101,12106,2000,2,73453
1101,12216,2000,1,73453
1101,12217,2000,1,73453
1101,12342,2000,1,73453
1101,13101,2000,13,73453
1101,13102,2000,9,73453
1101,13103,2000,12,73453
1101,13104,2000,8,73453
1101,13105,2000,3,73453
1101,13106,2000,1,73453
1101,13107,2000,1,73453
1101,13109,2000,3,73453
1101,13110,2000,1,73453
1101,13111,2000,3,73453
1101,13112,2000,3,73453
1101,13113,2000,7,73453
1101,13114,2000,1,73453
1101,13116,2000,2,73453
1101,13117,2000,1,73453
1101,13119,2000,1,73453
1101,13121,2000,2,73453
1101,13122,2000,2,73453
1101,13123,2000,2,73453
1101,13201,2000,1,73453
1101,13214,2000,1,73453
1101,13215,2000,1,73453
1101,13225,2000,1,73453
1101,14104,2000,4,73453
1101,14110,2000,1,73453
1101,14113,2000,1,73453
1101,14116,2000,1,73453
1101,14117,2000,1,73453
1101,14131,2000,2,73453
1101,14134,2000,1,73453
1101,14150,2000,1,73453
1101,15100,2000,1,73453
1101,15202,2000,2,73453
1101,16202,2000,1,73453
1101,18322,2000,1,73453
1101,18404,2000,1,73453
1101,19201,2000,1,73453
1101,20206,2000,1,73453
1101,20321,2000,1,73453
1101,22100,2000,1,73453
1101,22208,2000,1,73453
1101,23102,2000,1,73453
1101,23104,2000,1,73453
1101,23105,2000,1,73453
1101,23106,2000,3,73453
1101,23207,2000,1,73453
1101,23209,2000,1,73453
1101,28110,2000,1,73453
1101,29201,2000,1,73453
1101,35211,2000,1,73453
1101,37201,2000,1,73453
1101,40132,2000,3,73453
1101,44201,2000,1,73453
1101,46224,2000,1,73453
1101,47201,2000,2,73453
1101,47311,2000,1,73453
