i,cluster
45403,247
45404,243
45405,243
45406,243
45421,245
45429,245
45430,248
45431,245
45441,240
45442,240
45443,240
46201,249
46203,250
46204,251
46206,252
46208,252
46210,251
46213,253
46214,250
46215,249
46216,249
46217,244
46218,249
46219,249
46220,251
46221,250
46222,254
46223,251
46224,249
46225,249
46303,255
46304,256
46392,249
46404,252
46452,249
46468,250
46482,250
46490,250
46491,250
46492,250
46501,253
46502,253
46505,257
46523,254
46524,254
46525,254
46527,254
46529,258
46530,259
46531,259
46532,259
46533,260
46534,260
46535,261
47201,262
47205,262
47207,263
47208,262
47209,264
47210,262
47211,262
47212,262
47213,262
47214,265
47215,262
47301,264
47302,264
47303,264
47306,264
47308,264
47311,262
47313,262
47314,262
47315,266
47324,262
47325,262
47326,262
47327,262
47328,262
47329,262
47348,262
47350,262
47353,267
47354,268
47355,269
47356,270
47357,271
47358,272
47359,273
47360,274
47361,275
47362,262
47375,276
47381,263
47382,277
