i,cluster
23345,327
23346,351
23347,351
23361,351
23362,351
23381,327
23401,327
23402,355
23421,351
23422,351
23423,351
23424,351
23425,351
23426,351
23427,351
23428,351
23429,355
23430,355
23431,355
23432,355
23441,354
23442,356
23445,354
23446,354
23447,354
23481,353
23482,353
23483,353
23501,353
23502,353
23521,357
23522,357
23523,357
23541,357
23543,353
23544,357
23561,358
23562,358
23563,358
23564,314
23565,358
23566,313
23581,352
23582,352
23601,352
23602,352
23603,352
23604,352
23621,359
23622,359
23623,359
24201,360
24202,361
24203,362
24204,363
24205,361
24206,364
24207,361
24208,365
24209,366
24210,367
24211,368
24212,369
24213,360
24301,361
24302,370
24303,370
24321,361
24322,361
24323,361
24324,361
24325,361
24341,361
24342,361
24343,361
24344,361
24361,367
24381,361
24382,367
24383,360
24384,360
24402,360
24403,360
24404,360
24405,360
24406,360
24407,363
24421,363
24422,363
24441,363
24442,362
24443,363
24444,363
24445,363
24461,362
24462,362
24463,362
24464,371
24465,371
24466,363
24467,366
24468,362
24469,366
24470,362
24481,364
24482,364
24483,364
24484,364
24501,365
24521,368
24522,368
24523,368
24524,368
24525,368
24541,366
24542,366
24561,369
24562,369
24563,369
24564,369
25201,372
25202,373
25203,374
25204,372
25205,373
25206,372
25207,372
25301,372
25321,372
25342,372
25343,372
25361,372
25362,372
25363,372
25364,372
25365,372
25366,372
25367,375
25381,372
25382,373
25383,373
25384,372
25401,373
25402,373
25403,373
25421,373
25422,373
25423,373
25424,373
25441,373
25442,373
25443,373
25461,374
25462,374
25463,374
25464,374
25481,374
25482,374
25483,374
25484,374
25501,374
25502,374
25503,374
25504,374
25521,376
25522,376
25523,376
25524,376
25525,376
25526,376
26100,377
26201,378
26202,284
26203,378
26204,377
26205,379
26206,377
26207,377
26208,377
26209,377
26210,380
26303,377
26322,377
26342,377
26343,377
26344,377
26361,381
26362,381
26363,381
26364,381
26365,381
26366,381
26367,381
26381,382
26382,382
26401,377
26402,377
26403,377
26404,377
26405,377
26406,378
26421,378
26422,378
26441,378
26461,379
26462,379
26463,379
26464,379
26481,383
26482,383
26501,383
26502,383
26503,383
26521,383
27100,380
27201,384
27202,384
27203,380
27204,380
27205,380
27206,384
27207,380
27208,384
27209,380
27210,380
27211,380
27212,380
27213,384
27214,385
27215,380
27216,384
27217,380
27218,380
27219,384
27220,380
27221,380
27222,380
27223,380
27224,380
27225,384
27226,380
27227,380
27228,384
27229,380
27230,380
27301,380
27321,380
27322,386
27341,384
27361,384
27362,384
27366,384
27367,384
27381,385
27382,385
27383,385
27384,384
27385,384
28100,387
28201,388
28202,386
28203,387
28204,386
28205,389
28206,386
28207,386
28208,388
28209,390
28210,387
28211,388
28212,388
28213,391
28214,386
28215,387
28216,387
28217,386
28218,391
28219,392
28220,391
28301,386
28321,387
28341,391
28342,391
28343,391
28361,391
28362,391
28363,391
28364,391
28381,387
28382,387
28421,393
28422,388
28441,388
28442,388
28443,388
28444,388
28445,388
28461,388
28462,388
28463,388
28464,388
28481,388
28501,388
28502,388
28503,388
28504,388
28521,394
28522,394
28523,394
28524,394
28525,394
28541,390
28542,390
28543,390
28544,390
28561,390
28562,390
28581,395
28582,396
28583,395
28584,396
28601,397
28602,397
28603,397
28604,397
28621,398
28622,398
28623,398
28624,398
28641,399
28642,399
28643,399
28644,399
28645,399
28646,378
28661,392
28664,392
28665,392
28666,392
28681,400
28682,400
28683,400
28684,400
28685,389
28686,400
28701,389
28702,389
28703,389
28704,389
29201,381
29202,401
29203,381
29204,381
29205,401
29206,402
29207,403
29208,401
29209,380
29301,364
29321,381
29322,364
29342,380
29343,380
29344,404
29345,404
29361,381
29362,381
29363,381
29381,402
29382,402
29383,402
29384,402
29385,365
29386,365
29401,401
29402,401
29421,401
29422,401
29423,380
29424,380
29425,380
29426,401
29427,380
29441,405
29442,405
29443,405
29444,405
29445,403
29446,406
29447,407
29448,408
29449,408
29450,409
29451,409
29452,405
29453,410
30201,411
30202,411
30203,412
30204,413
30205,414
30206,415
30207,369
30301,411
30302,411
30303,411
30321,411
30322,411
30323,411
30324,411
30325,411
30326,411
30341,412
30342,412
30343,412
30344,412
30345,416
30361,413
30362,413
30363,413
30364,413
30365,416
30381,414
30382,414
30383,414
30384,414
30385,414
30386,417
30387,417
30388,415
30389,415
30390,414
30401,415
30402,415
30403,415
30404,415
30405,415
30406,418
30407,419
30421,419
30422,419
30423,419
30424,419
30425,369
30426,369
30427,369
31201,420
31202,421
31203,422
31204,423
31301,420
31302,420
31303,420
31321,420
31322,420
31323,420
31324,420
31325,420
31326,420
31327,420
31328,420
31341,420
31342,420
31343,420
31361,422
31362,422
31363,422
31364,422
31365,422
31366,422
31367,422
31368,422
31369,422
31381,421
31382,421
31383,421
31384,421
31385,421
31386,421
31387,421
31388,422
31401,421
31402,421
31403,421
31404,421
32201,423
32202,424
32203,425
32204,426
32205,427
32206,428
32207,427
32208,425
32301,423
32302,423
32303,423
32304,423
32305,423
32306,423
32307,425
32308,423
32321,428
32322,428
32341,429
32342,429
32361,430
32362,430
32363,430
32381,430
32382,430
32383,430
32384,431
32385,431
32401,425
32402,425
32403,425
32404,425
32405,425
32421,427
32422,427
32441,427
32442,427
32443,432
32444,433
32445,434
32446,434
32447,427
32462,424
32463,424
32464,424
32465,424
32481,426
32482,435
32501,426
32502,426
32503,436
32504,436
32521,437
32522,437
32523,437
32524,437
32525,438
32526,438
32527,439
33201,440
33202,441
33203,442
33204,443
33205,441
33207,444
33208,441
33209,445
33210,446
33211,440
33301,440
33303,447
33305,448
33321,440
33322,440
33323,440
33324,440
33325,449
33342,440
33344,440
33345,440
33346,440
33361,440
33362,440
33363,440
33401,443
33423,440
33427,441
33428,441
33441,441
33442,441
33443,441
33444,441
33445,441
33461,444
33462,444
33481,444
33503,441
33521,445
33522,450
33523,448
33541,445
33542,445
33543,445
33561,446
33562,446
33563,446
33564,451
33581,450
33582,450
33583,452
33584,450
33585,450
33586,450
33587,452
33588,452
33589,452
33601,442
33602,450
33603,442
33604,442
33605,442
33606,442
33621,449
33622,449
33623,442
33624,442
33641,453
33642,453
33643,453
33644,449
33645,449
33646,449
33661,442
33662,454
33663,447
33664,442
33665,449
34100,455
34202,456
34203,457
34204,458
34205,459
34206,460
34207,459
34208,459
34209,461
34210,462
34211,463
34212,464
34302,455
34304,455
34307,455
34309,455
34310,465
34311,456
34312,456
34313,456
34314,456
34321,455
34322,455
34323,455
34324,455
34325,455
34326,466
34327,455
34328,465
34329,465
34330,465
34361,467
34362,467
34363,467
34364,468
34365,469
34366,469
34367,469
34381,470
34382,470
34383,470
34384,470
34385,470
34386,470
34402,456
34405,464
34406,464
34407,464
34408,464
34421,458
34422,457
34423,456
34424,456
34425,471
34426,471
34427,457
34428,457
34429,457
34430,460
34441,459
34442,458
34444,459
34461,472
34462,472
34463,472
34481,459
34482,459
34501,459
34524,459
34541,473
34542,451
34543,473
34544,473
34561,474
34562,474
34563,474
34581,461
34582,461
34583,461
34584,461
34585,461
34586,475
34601,462
34602,451
34603,462
34604,476
34605,462
35201,477
35202,478
35203,479
35204,480
35205,481
35206,479
35207,481
35208,463
35209,478
35210,481
35211,482
35212,481
35213,483
35214,481
35301,484
35302,484
35303,484
35304,484
35321,463
35322,463
35323,463
35324,463
35325,463
35326,463
35327,481
35328,463
35329,463
35341,485
35342,481
35343,481
35344,481
35345,481
35361,481
35381,479
35401,479
35402,479
35403,478
35421,478
35422,478
35441,477
35442,477
35443,477
35444,477
35461,483
35462,483
35481,482
35482,482
35483,482
35501,480
35502,480
35503,426
35504,479
35505,479
35506,426
35507,480
35508,480
36201,486
36202,486
36203,487
36204,487
36301,488
36302,488
36321,486
36341,486
36342,489
36361,487
36362,487
36363,487
36364,487
36365,490
36366,490
36367,490
36381,491
36382,491
36383,491
36384,492
36385,492
36386,492
36401,486
36402,486
36403,486
36404,486
36405,486
36406,486
36407,486
36421,486
36422,486
36441,486
36442,486
36443,486
36444,486
36461,493
36462,493
36463,493
36464,493
36465,494
36466,493
36467,495
36481,496
36482,496
36483,496
36484,496
36485,496
36486,496
36487,497
36488,497
37201,498
37202,499
37203,499
37204,499
37205,500
37301,501
37302,501
37303,501
37304,498
37305,498
37306,498
37307,498
37308,498
37321,502
37322,502
37323,502
37341,498
37342,498
37343,498
37361,498
37362,498
37363,498
37364,443
37381,498
37382,498
37383,498
37384,499
37385,499
37386,499
37401,499
37402,499
37403,499
37404,499
37405,499
37421,500
37422,500
37423,500
37424,500
37425,500
37426,500
37427,500
37428,500
37429,500
38201,503
38202,504
38203,505
38204,506
38205,507
38206,508
38207,509
38208,507
38209,507
38210,503
38211,503
38212,508
38301,507
38302,507
38303,507
38321,508
38323,508
38341,504
38342,504
38343,504
38344,504
38345,504
38346,510
38347,510
38348,510
38349,511
38350,460
38351,460
38352,460
38353,512
38354,512
38355,513
38361,503
38362,503
38363,514
38381,515
38382,515
38383,515
38384,515
38385,516
38401,503
38402,503
38403,516
38404,503
38405,503
38421,509
38422,509
38423,509
38424,509
38425,509
38441,506
38442,506
38443,517
38444,517
38445,506
38461,518
38462,518
38463,519
38464,519
38481,505
38482,505
38483,505
38484,505
38485,519
38486,520
38501,520
38502,521
38503,521
38504,521
38505,521
39201,522
39202,523
39203,523
39204,522
39205,522
39206,524
39207,525
39208,526
39209,527
39301,492
39302,523
39303,523
39304,523
39305,523
39306,528
39307,523
39321,522
39322,522
39323,522
39324,522
39325,522
39326,522
39327,522
39328,522
39341,529
39344,530
39361,522
39362,522
39363,529
39364,529
39365,529
39381,522
39382,531
39383,522
39384,532
39385,533
39401,524
39402,532
39403,532
39404,534
39405,535
39406,524
39407,535
39408,524
39409,532
39410,522
39421,525
39422,534
39423,525
39424,526
39425,534
39426,536
39427,526
40100,537
40130,538
40202,539
40203,540
40204,541
40205,542
40206,543
40207,544
40208,542
40209,545
40210,546
40211,540
40212,540
40213,537
40214,547
40215,537
40216,545
40217,538
40218,538
40219,538
40302,538
40305,538
40341,538
40342,538
40343,538
40344,538
40345,538
40347,538
40348,538
40349,538
40361,538
40362,538
40363,538
40364,538
40365,548
40381,537
40382,537
40383,537
40384,537
40401,541
40402,537
40403,541
40404,541
40421,542
40422,542
40423,542
40424,542
40425,542
40426,542
40427,542
40428,542
40441,549
40442,545
40443,545
40444,538
40445,549
40446,549
40461,550
40462,550
40463,550
40481,549
40482,549
40483,549
40501,540
40503,545
40521,540
40522,540
40523,540
40541,546
40542,546
40543,546
40544,540
40545,546
40546,546
40561,544
40562,544
40563,544
40564,544
40581,539
40601,543
40602,543
40603,543
40604,543
40605,543
40606,541
40607,543
40608,543
40609,543
40621,537
40622,537
40623,537
